,ph,mMacid,E[f(1.25)],E[f(2.00)],E[f(2.75)],E[f(3.50)],E[f(4.25)],E[f(5.00)],E[f(5.75)],E[f(6.50)],E[f(7.25)],E[f(8.00)],E[f(8.75)],E[f(9.50)],E[f(10.25)],E[f(11.00)],E[f(11.75)],E[f(12.50)],E[f(13.25)],E[f(14.00)],E[f(14.75)],E[f(15.50)],E[f(16.25)],E[f(17.00)],E[f(17.75)],E[f(18.50)],E[f(19.25)],E[f(20.00)],E[f(20.75)],E[f(21.50)],E[f(22.25)],E[f(23.00)],E[f(23.75)],std[f(1.25)],std[f(2.00)],std[f(2.75)],std[f(3.50)],std[f(4.25)],std[f(5.00)],std[f(5.75)],std[f(6.50)],std[f(7.25)],std[f(8.00)],std[f(8.75)],std[f(9.50)],std[f(10.25)],std[f(11.00)],std[f(11.75)],std[f(12.50)],std[f(13.25)],std[f(14.00)],std[f(14.75)],std[f(15.50)],std[f(16.25)],std[f(17.00)],std[f(17.75)],std[f(18.50)],std[f(19.25)],std[f(20.00)],std[f(20.75)],std[f(21.50)],std[f(22.25)],std[f(23.00)],std[f(23.75)]
0,6.5,5.0,0.09895780597585208,0.09641521985780982,0.08770767326299617,0.07353594940355702,0.055140546270205135,0.03418716722834352,0.012592766767908358,-0.007687722109611564,-0.02487996921601788,-0.037593031152631615,-0.044969630056046865,-0.046767919137095715,-0.04336388948145518,-0.035676118817425787,-0.025020762828353763,-0.012929196071229417,-0.0009469382285662564,0.009551398383826912,0.017511994451054672,0.022294668488238932,0.02370392973688473,0.02196138913839072,0.017628168848215928,0.011495311127185485,0.004461851751065232,-0.002582611264359736,-0.008858022090024998,-0.013758885976134588,-0.016895670643264728,-0.018098371063269367,-0.017400289359892487,0.05797020262643441,0.04681901907509566,0.03738627971502734,0.030116740576273535,0.02513144676568284,0.022216872157866812,0.02089081470965055,0.02054824098680763,0.020602263110565712,0.020585263142547463,0.020227525463468694,0.019506803512974236,0.01864122026188302,0.017989486402571232,0.01783215213793197,0.018160516547805223,0.018690054089669176,0.019089487645385293,0.019200535374045574,0.019111108457130415,0.01907553795637254,0.01931646991452982,0.019846073789724875,0.02049240401754788,0.02117437594175281,0.022242898392832052,0.024619180167790244,0.029344904059682122,0.036810769179274005,0.04659601860498564,0.05788044998725202
1,6.5,10.0,0.08853979562712004,0.075413671695239,0.06075340945579679,0.04557621145687653,0.030847527557166583,0.01740207169123582,0.005884448749380363,-0.0032823060843074573,-0.009902503793701329,-0.013991234942946516,-0.01573423366340762,-0.01544351649555025,-0.013505470325131096,-0.010336319047531378,-0.006342451023654386,-0.0018936979050054492,0.002693901646383398,0.0071674307916608625,0.011336061816014457,0.015068916789335708,0.0182848779110873,0.020942161132586935,0.023028778915463375,0.024545711975611603,0.025496261380306712,0.025876783014092103,0.025670846524540027,0.02484666674172322,0.023361717916859096,0.021173581873595932,0.018250730936374488,0.05943200098857466,0.04823276380778158,0.03853720593331252,0.031058021085891348,0.02618605832552325,0.023654715681405813,0.022566395570802568,0.02196673396131958,0.021302448329289743,0.020441775341447945,0.01950448543988059,0.018693612688326682,0.018161425759061642,0.017947262155374354,0.01798393981449088,0.01816202509035378,0.018389712805108035,0.018635979545211893,0.018929366614425215,0.01932788037630974,0.01986374178539829,0.020503092676523324,0.021158852477357326,0.02177560406007064,0.022480319085459773,0.023743293287624465,0.026391504457829028,0.03125440574113449,0.0386561716443371,0.048304791264808154,0.05953010040404973
2,6.5,20.0,-0.042835309555183144,-0.04628050234756515,-0.045722485718960995,-0.041324018962722454,-0.03368533092759446,-0.02377341533935891,-0.012795023074587525,-0.0020293884948658974,0.007350558471374733,0.01443645422465405,0.018705581891369463,0.020074673549358196,0.018883939574138024,0.015815700407208706,0.011755682918504555,0.007636289738553272,0.004274441225494313,0.0022394674305623347,0.0017727713482725042,0.00276597596398159,0.004800917895412212,0.007239515927521466,0.009347039466969622,0.01042295071304618,0.009920576578149631,0.007531271907053637,0.0032326946256758626,-0.0027185076289647234,-0.009828264765434186,-0.017441448517157506,-0.02483713059561205,0.06062656923488969,0.04948183816695595,0.039979403772661654,0.03267134162696699,0.02769379635764816,0.024727124326954758,0.0231620513209069,0.02236898493979441,0.021847226620875262,0.02126050871646246,0.020456049780022394,0.019494393801065962,0.01861644669824769,0.018091470043506152,0.018005614405433062,0.018185826510434683,0.01836229587397889,0.01840768385796411,0.0184437340777819,0.018748671694333183,0.019503887756324834,0.020595960608456518,0.021689509171890352,0.02250507853342881,0.02310971743962657,0.02411451034705758,0.026588132723311658,0.031469105339187474,0.038940418138934466,0.048508955503827375,0.059427955193718865
3,6.0,5.0,0.1635271902777923,0.16312551052532295,0.15480263656553697,0.13899775833598188,0.11681049395941946,0.08991795334487183,0.060428762663147076,0.030673850146283984,0.0029668785026107404,-0.020639684888805503,-0.038571489728059176,-0.049890875204933356,-0.05437889579431182,-0.05252675167611797,-0.04544343241031484,-0.03468970221642118,-0.02206945730949753,-0.009397703243126032,0.00170683576160878,0.009997273796879555,0.014704372934902328,0.015578983899431494,0.012861296947616572,0.0071922322029303,-0.0005111154232996964,-0.009200824906483029,-0.01784366303811905,-0.02553758937076498,-0.03160215808422414,-0.035625864785551194,-0.037470773593910565,0.05817338818839521,0.046957564217309566,0.03757721134911053,0.03045220087299792,0.0255648948280926,0.022538448476725412,0.02089511189940207,0.020235983845569728,0.020191207042143614,0.020341786781469227,0.020295636972139344,0.019845816701578946,0.019071810146625363,0.0183088232275469,0.017949638921916315,0.018141482829528877,0.01866753396097358,0.0191476388036526,0.01933688895636306,0.019269504066016678,0.01920566716401866,0.019421515442445778,0.019979033560075996,0.020705142319746784,0.021460696302954937,0.022505746587233935,0.024684658935118103,0.029073899223265944,0.036203955782480333,0.045778589294839994,0.05703235386816932
4,6.0,10.0,0.10578809784201694,0.10429089227375893,0.09876893282136097,0.08942365322738556,0.0767039403631621,0.06128724077570472,0.04404780375643476,0.026003500305732688,0.008248436955810139,-0.008127894760365096,-0.02212745738023033,-0.03292699554070796,-0.03995498311654531,-0.04294471332983901,-0.041962565675124075,-0.037403784247211455,-0.029953167242756675,-0.02051405031116055,-0.01011642767471403,0.00019059101352641766,0.009443005307940077,0.016854004003346728,0.021879673678560113,0.024253076790480454,0.023984174879678875,0.02133057701882291,0.016738867954824193,0.01077848759636323,0.004065938199062795,-0.0028001841221206476,-0.009295303816021417,0.058042661251501405,0.04727770974735183,0.03813378271174574,0.031163600194606404,0.02650577878385287,0.02376762200200232,0.0222209387311146,0.021212894010267207,0.020372912525594953,0.019577490623580163,0.01883569901250291,0.018212126560544016,0.017780589675420032,0.01758192494846905,0.017592332677365322,0.017729691873432096,0.017912287720553213,0.018123922688413754,0.018438446407847267,0.018965233278594642,0.019744699028995845,0.02067338354164455,0.02154520873266435,0.022202028071915524,0.022740452919653216,0.023700013051918187,0.02604688093430381,0.030697571858068373,0.0379090461477127,0.047260784405602066,0.058018486314060556
5,6.0,20.0,0.09425945238042865,0.06322897967767001,0.030587354271342626,-0.0010164803966380138,-0.02907227152119559,-0.051473882786036165,-0.06673793795944485,-0.07414368685996195,-0.0737755397741034,-0.06647021348272592,-0.05367205336833278,-0.03722263847081273,-0.019125766704500412,-0.0013077560303982997,0.014582121582733936,0.027313416954130417,0.036145585909411686,0.04082953858849755,0.04154646332110624,0.03881173507936382,0.033352235781572426,0.025989251923165757,0.017537660902229458,0.008732990063162738,0.00018541439321482746,-0.007634329538728607,-0.014390953213275853,-0.019868423797158533,-0.023946825481082047,-0.026583789776241505,-0.02779842024201722,0.06406314173852543,0.05253794655476964,0.041801075389958336,0.03307884741730792,0.027465930313720126,0.0250406812728253,0.024461809912298838,0.024121241229015933,0.023213811056807657,0.02175716066018536,0.020215204479706136,0.019086264910831482,0.018564175685331998,0.018481440643250076,0.01854513323661246,0.01857353228001543,0.018551694947903805,0.018558630527482876,0.01868540456859214,0.018996497304060604,0.019513717674560532,0.020199948303314567,0.02095399744164969,0.02167105073505657,0.022385395668171063,0.02346753220214163,0.02570459903033001,0.030006519726320204,0.03681828702929459,0.045905669968108194,0.056605641033081966
6,5.5,5.0,0.17659563384501414,0.17864035928613695,0.17100876574354304,0.15377785053404402,0.12785304914121962,0.09494209815709848,0.05743731291212827,0.018210487126023012,-0.019668294160121245,-0.05323610343556292,-0.07996164034713146,-0.09801299646064283,-0.10645611796821976,-0.10534824483436908,-0.09570711390421567,-0.07937114768284197,-0.05876151472761455,-0.036577639069053,-0.015475585559191776,0.002230522180885807,0.014814536317478968,0.021287574606247486,0.02145309639633525,0.015858000392828413,0.005659422422546077,-0.007566711804600268,-0.02204510095705751,-0.03602571890359917,-0.04796921784325246,-0.05669151441117389,-0.061448764982731774,0.05683666441931451,0.04617947016742389,0.037460862794780836,0.03097021321150875,0.026436416826461705,0.023267280349102585,0.021052218435134107,0.019812348874478157,0.019692386538812393,0.020431541173600715,0.02132273666720581,0.021655799139131994,0.021093100828859374,0.01981233859265642,0.018463573728528537,0.017851415612559665,0.01830505553128713,0.019372901828355413,0.02030692230076204,0.020657361255052454,0.020464192995799914,0.02015452345195994,0.020228077641366214,0.02089751658700742,0.022037123592535724,0.023558086902489724,0.025836963150915954,0.029737008571390233,0.03606125335362277,0.04495964250510175,0.0559127053438026
7,5.5,10.0,0.18391410962775345,0.1638433594877425,0.1366206438507961,0.10423572682248218,0.06907040619473154,0.0336761236651951,0.0005287422703446363,-0.028203273946807283,-0.05085990015408694,-0.06642158655968967,-0.07457538252482389,-0.07569320961448779,-0.07073998408149755,-0.061124033910715615,-0.048510755728231776,-0.034626514497397246,-0.021075184613382394,-0.009192002557721063,5.891363865861651e-05,0.006129147467869548,0.008881309578084813,0.008539561502048517,0.0056099833789350125,0.0007821659935922801,-0.005169924894137566,-0.011477254645341666,-0.01745102014803866,-0.022531396932288412,-0.02631376708764797,-0.028559726558070795,-0.02918299555788145,0.05939543667245841,0.049238115344976234,0.03998232189752945,0.03216283857847336,0.026388925036891185,0.02307792491473672,0.021944611540389042,0.021959117437865557,0.022053187141264002,0.021638200705669172,0.02064334507290012,0.01937596249746544,0.018319312298172026,0.017852860719051324,0.018005724704510513,0.018483733601279726,0.018941068290763936,0.01920942333845727,0.01935101099017167,0.019568700162324596,0.02003632033391412,0.02075482129613827,0.02155467389777584,0.02226205283509622,0.022926108471416143,0.024013987327012494,0.02639658596742183,0.030931997255277805,0.03791359636178193,0.046997335379395454,0.05751280670992174
8,5.5,20.0,0.0259891737860518,0.012844598374436368,-0.00475173895743036,-0.025578109605914567,-0.04794604315976537,-0.06985197845878362,-0.08918481995824673,-0.10396078214018724,-0.11255838527227799,-0.11392161566444362,-0.10770385478691655,-0.09432345521735264,-0.07493558518647829,-0.051304121548984734,-0.025611226472270657,-0.0002099539950976512,0.02263308204671119,0.04098218919551487,0.05342393870160839,0.059194669978076674,0.0582267982523235,0.05111007281485415,0.03899248502769177,0.023420587763502667,0.0061563747633642234,-0.011010507830851944,-0.026438456974408386,-0.03877075817549109,-0.047032436434542774,-0.05067909378783136,-0.04959831260342432,0.05963133766117618,0.04939035092387035,0.04070747549610802,0.033806521583192105,0.02870769906231034,0.025330647742014007,0.023513669340957628,0.02290005449324493,0.022894169511880703,0.02284127059610462,0.022280200519136675,0.021100210026856768,0.01957655590863973,0.018274072304378535,0.017740551143406003,0.0180888456497017,0.01891336665166053,0.019684418932742222,0.02011533818749097,0.02024986140988954,0.020354277298717402,0.020697776355895103,0.021363294275968125,0.022247821091906574,0.023278350176035963,0.024686211535512106,0.027117672034748283,0.03139841945560812,0.038022355231560334,0.046873496169487355,0.05738753341036249
9,5.0,5.0,-0.2161866941681772,-0.19384765415070052,-0.1624075821585092,-0.12410883401891418,-0.08185659759925182,-0.03896194676101113,0.0011882328126049033,0.03548014932433904,0.06141093918934911,0.07736667530297549,0.08280143600142334,0.07829452610541071,0.06546937890903423,0.046786245882177946,0.025232956808606564,0.0039539416570742135,-0.014134414227103423,-0.0266877113390267,-0.032195028275269,-0.030122571005192802,-0.020928578481615744,-0.005949992375397386,0.012817558055837107,0.03300702521572987,0.05219824761532854,0.06821520495073095,0.07937075769341626,0.0846297434224806,0.08367393998152549,0.07687590391539567,0.06518909538160542,0.05665310531761176,0.045715482768478095,0.036582861959081864,0.02956486786259988,0.024729272519876555,0.021934447117500193,0.02081454330186676,0.020762293517210685,0.021060116245747978,0.021113719075794884,0.020631780981011583,0.01971150739335144,0.01879858507034623,0.018429972192070668,0.018789334826618504,0.01950104936454855,0.01995650389724228,0.019775450115610663,0.01906176087738499,0.01840191000629644,0.018515698670161018,0.019591699025550812,0.021050346922182283,0.02209580468551982,0.022392902412256242,0.022553152858541252,0.0242898070405962,0.029392122448122476,0.0380740567799888,0.04924660218199248,0.061632989250456086
