,ph,mMacid,mean,std
0,7.0,0.0,1.07980878267,0.0562549821846
1,7.0,5.0,1.11046358728,0.0309007071209
2,7.0,10.0,1.12601388567,0.0409477029722
3,7.0,20.0,1.09187687591,0.0289611300408
4,6.5,0.0,1.03621509271,0.036039651942
5,6.5,5.0,1.16051904468,0.0355259721539
6,6.5,10.0,1.2469317032,0.038951256024
7,6.5,20.0,1.19981589277,0.0349548479543
8,6.0,0.0,0.98879117032,0.0321112217507
9,6.0,5.0,1.11324118887,0.0355173522257
10,6.0,10.0,1.12588539166,0.0363831619318
11,6.0,20.0,0.637927123763,0.0298756688286
12,5.5,0.0,0.706849172382,0.0262351049574
13,5.5,5.0,0.710551380077,0.0325677665594
14,5.5,10.0,0.073944939757,0.0436805013837
15,5.5,20.0,0.100076052159,0.0348546351014
16,5.0,0.0,0.502694039923,0.0246503181449
17,5.0,5.0,0.0856934504696,0.0431965571331
18,5.0,10.0,0.113373647909,0.0547157998602
19,5.0,20.0,0.103260268302,0.0512723561035
