,ph,mMacid,E[f(1.25)],E[f(2.00)],E[f(2.75)],E[f(3.50)],E[f(4.25)],E[f(5.00)],E[f(5.75)],E[f(6.50)],E[f(7.25)],E[f(8.00)],E[f(8.75)],E[f(9.50)],E[f(10.25)],E[f(11.00)],E[f(11.75)],E[f(12.50)],E[f(13.25)],E[f(14.00)],E[f(14.75)],E[f(15.50)],E[f(16.25)],E[f(17.00)],E[f(17.75)],E[f(18.50)],E[f(19.25)],E[f(20.00)],E[f(20.75)],E[f(21.50)],E[f(22.25)],E[f(23.00)],E[f(23.75)],std[f(1.25)],std[f(2.00)],std[f(2.75)],std[f(3.50)],std[f(4.25)],std[f(5.00)],std[f(5.75)],std[f(6.50)],std[f(7.25)],std[f(8.00)],std[f(8.75)],std[f(9.50)],std[f(10.25)],std[f(11.00)],std[f(11.75)],std[f(12.50)],std[f(13.25)],std[f(14.00)],std[f(14.75)],std[f(15.50)],std[f(16.25)],std[f(17.00)],std[f(17.75)],std[f(18.50)],std[f(19.25)],std[f(20.00)],std[f(20.75)],std[f(21.50)],std[f(22.25)],std[f(23.00)],std[f(23.75)]
0,6.5,5.0,-0.08205775743377058,0.04633978583494339,0.15440085594104996,0.24042868772378911,0.30377782062645325,0.34485011108988123,0.3650289091937268,0.3665569616851673,0.3523683366783008,0.32588636375473873,0.29080389965487996,0.25086240467159365,0.2096425643619876,0.17038210654754682,0.13583009146844005,0.10814452007216818,0.08883567292458773,0.07875478600849181,0.07812302000235917,0.08659584549094708,0.10335140080245273,0.12719580632664193,0.15667523874887387,0.19018707532717619,0.2260822836195664,0.2627552017948744,0.2987155609259298,0.3326437707067629,0.3634279402984202,0.39018457685809266,0.41226470485808586,0.18312606325191458,0.13348718781236232,0.11750486305205465,0.12474121788100286,0.13688809130912447,0.14398651257249695,0.1432167653828699,0.13510159945172795,0.12186633709287302,0.1068882442964187,0.09439993872117636,0.08845634486781144,0.09048306458138486,0.09804203503460558,0.10715040993914991,0.11468543113646965,0.11891711181796692,0.11926980435227937,0.11605360633054297,0.11028065678995264,0.10349962038219947,0.09752623676810228,0.0939326253926287,0.0933804209185381,0.09532706402158772,0.0985589680617577,0.10225999999064836,0.10711525513188948,0.11612927473677051,0.1343360451129975,0.16659028243961452
1,6.5,10.0,-0.21301330041720254,0.0015666033400167445,0.1826286224342478,0.32695547714982726,0.43312927199283613,0.5015726502183075,0.5344752727663612,0.535612043666377,0.5100647862853236,0.4638678798228549,0.4036042322945904,0.33598135459262773,0.2674176856086029,0.20366888392040447,0.1495179172940958,0.10854924498704831,0.08301817059223623,0.0738191497702437,0.08054845167133282,0.10165059073103057,0.1346308459947047,0.17631390421659723,0.2231256813200288,0.27137477491818845,0.31751535917599566,0.3583724727638536,0.39131844116320164,0.41439242234408036,0.42636106160218484,0.4267243394598979,0.41566957864111176,0.2029382550587586,0.13945252609064676,0.12031549432040801,0.134090634931214,0.1532968857432109,0.16418298017837027,0.16337906216644277,0.15180465524432937,0.13260269971061933,0.1107327953283506,0.0931353459903547,0.08718524848237295,0.09434234464475506,0.10819913943015066,0.12175960571856075,0.13098483206091735,0.1342635183496897,0.13161525698495938,0.12424672487096906,0.11428352864222041,0.10446670242842974,0.09752501579221012,0.09504493522504805,0.09654535723046327,0.0999755354634819,0.10326505574654711,0.10566541373908925,0.10867381172649032,0.11657224272617109,0.1353949592373915,0.16970990399473335
2,6.5,20.0,-0.08466120956639536,0.06593450847517476,0.20635867051973314,0.33282735608685277,0.44213457375878135,0.5318141042293221,0.6002665518823616,0.6468413967004039,0.6718690185309996,0.6766396756089031,0.6633296361389716,0.6348787188932906,0.5948274229751956,0.5471227739405191,0.49590560554904173,0.4452919162986596,0.3991618720447061,0.36096826599927706,0.3335753422190798,0.3191362655994571,0.3190142325095002,0.3337497927953883,0.3630743710029187,0.40596442260317406,0.46073304873883764,0.5251499911662421,0.5965812168849427,0.6721401078365199,0.7488391800757066,0.8237371407671695,0.8940707550591921,0.1736471436469306,0.1346604767065157,0.12059504271585914,0.12369274537285929,0.13182410148756238,0.13726918510632502,0.1370407022302733,0.13083665265996464,0.11991322914382775,0.1067106958353217,0.09477024981719026,0.0881991377369095,0.08959498983473703,0.09780141453315717,0.1090656802255302,0.11974473577458494,0.1273914492103503,0.13072776742291592,0.12945411983670305,0.12413108705020387,0.11611589007779105,0.10746428745063964,0.1006049501512869,0.09753309578266015,0.09875336375960339,0.10307545084925207,0.10879995923791855,0.11536581273317231,0.12465136628691222,0.14137746064659412,0.17151729458679488
3,6.0,5.0,-0.35347082013399134,-0.1519541538402225,0.010790247635701728,0.13240269083700373,0.2125582795649069,0.25293291057045225,0.25704134551606106,0.22996011628697224,0.17795617736641767,0.10804768034364122,0.027532308925289444,-0.056481695206401304,-0.13750814657987123,-0.21004701369787554,-0.2698555616369053,-0.31411369900463937,-0.3414728861268272,-0.35199712974796094,-0.34700487419089115,-0.32883321768736623,-0.3005502005227152,-0.2656406392608413,-0.22769400288944783,-0.19011864162514772,-0.15590234227127003,-0.12743401542997984,-0.10639247684186572,-0.0937050277170154,-0.08956974514958584,-0.09353146562704827,-0.10459838162663719,0.18697142778640605,0.13702835603823604,0.12079890167194364,0.12808561237817395,0.14010473644618726,0.14644743459724258,0.14421176277014514,0.13419739094885996,0.11923943888312405,0.103620616297064,0.09247713190664114,0.08971978304896243,0.09490896984653042,0.10385758084674,0.112324654926958,0.1177742160984605,0.11927669159622946,0.11706253663071212,0.11214660238387485,0.10601078419662,0.10026053523411714,0.09620790118038118,0.09445700245567805,0.0947514123023621,0.09626952098746451,0.09822596265308707,0.10055407479819105,0.10461296922680016,0.11372375295215914,0.13267442426485868,0.16570685492469686
4,6.0,10.0,-0.37320832305683915,-0.19457098766453884,-0.04558427738420594,0.07150960179850156,0.15606033550897186,0.2089986815069125,0.23272707396031095,0.2309204873346045,0.20825079458768114,0.1700566371515805,0.12198305352257982,0.06961659574033305,0.018142606697183584,-0.02795101248319581,-0.06510475779890956,-0.0908401139143258,-0.10382566753670619,-0.1038597366841568,-0.09177355130984038,-0.06927036074286289,-0.038717027669142534,-0.0029059301320342465,0.03518966396182715,0.0726504280909551,0.10681695243877601,0.13545676157662384,0.1568811527978275,0.1700115420876988,0.17439316164686672,0.17016256306146196,0.15797774328000072,0.19606512391801864,0.1365543211187304,0.12082738171661782,0.13429713581372105,0.1511990373496316,0.1596572738001208,0.15713152428423383,0.14496535328333748,0.12655048562471438,0.10692338635699294,0.09257905572792721,0.0891944904959584,0.09650614150019073,0.10863944094949206,0.11990183325415582,0.12705802966956134,0.1288999715791003,0.1256315964238743,0.11848674903173424,0.10945982417682766,0.10097048818091897,0.09524268209753056,0.09337216778258431,0.09475527097285981,0.09764585817168929,0.10039605468756715,0.10252745767317602,0.10554309375745896,0.11342982773958023,0.13177534312551797,0.16496671285109685
5,6.0,20.0,-0.12245120064538206,-0.5823661565454772,-0.9987495151846109,-1.3639366300834594,-1.6724308123828062,-1.9210655546460842,-2.1090318123586105,-2.237770518820144,-2.310743120926996,-2.3330994017552436,-2.31126910916467,-2.2525108936447795,-2.164452170069018,-2.0546535689518017,-1.93022596487279,-1.7975243034902715,-1.6619321648642713,-1.5277431207423358,-1.3981357655373912,-1.2752320675885156,-1.1602231847373767,-1.0535393908074138,-0.9550453714572161,-0.8642368141458231,-0.780422168036763,-0.7028729856264571,-0.63093674353978,-0.5641059972147627,-0.5020481463257207,-0.4445987233876509,-0.3917296061035803,0.1736662201108965,0.13936371116390642,0.12416030697720495,0.12106559702429316,0.12230300826989234,0.12295677436854477,0.12100417600033293,0.11617736366515675,0.10917907014913095,0.10129461440736745,0.09417297209247606,0.08953513065385639,0.08862991400214772,0.09162324232296574,0.09750970321173935,0.10465886605455549,0.11142767933491096,0.11648859198762142,0.11894859465438433,0.11841335932347763,0.11505055469504352,0.10964637797303256,0.10358804039281234,0.09864496053674736,0.09641590126444644,0.09763998272293294,0.10209561713672052,0.10955460483005854,0.12120531448163688,0.1404178522609321,0.17186510267646712
6,5.5,5.0,-0.47240517037544205,-0.44306109294291807,-0.41324156531362183,-0.3852358795592153,-0.3611152350832093,-0.34258444141330674,-0.3308590275455506,-0.3265798327898591,-0.3297698891838591,-0.3398404438952167,-0.355643059343897,-0.37556526484444325,-0.3976602944881554,-0.41979942019510114,-0.4398351689353869,-0.45575977699595477,-0.4658480635849209,-0.4687728664709291,-0.46368484699760726,-0.4502521439560182,-0.4286607976346803,-0.3995753923510692,-0.3640692641967332,-0.3235296133580116,-0.27954875302186954,-0.23381003680622295,-0.1879791568683294,-0.14360650473476688,-0.10204887883490338,-0.06441275708126339,-0.031521012584452,0.17626742516780775,0.1359594987139376,0.11935206764161316,0.11987377604261171,0.12628372658328094,0.13089492676010367,0.1305943289511998,0.12502335318536087,0.11542400148766824,0.10416346098409586,0.09443281263978294,0.08945369108077601,0.09075595065926806,0.09699998326849762,0.10515589158061306,0.11239253191448957,0.11687905941716054,0.11782117289873326,0.11532117782081659,0.11024198084564887,0.1040525399047623,0.09854383165497164,0.09528797954193237,0.09494175708132789,0.09693805293782498,0.10001889209820654,0.10331511045175061,0.10748524115950442,0.11562360259909052,0.13305752726364745,0.16499368392390118
7,5.5,10.0,-0.24412642861853792,-0.6792327175877085,-1.1420034240552057,-1.6236013323639524,-2.114339287360847,-2.6041061370978116,-3.0828384433739338,-3.541004540673157,-3.97007273514696,-4.362928768164582,-4.714215786849035,-5.02056935848496,-5.280732961688425,-5.495541850776024,-5.6677790830848265,-5.801910834861664,-5.903722927154655,-5.979883133628645,-6.037461644435596,-6.08344280587502,-6.124262660287315,-6.165402696457376,-6.211065196153399,-6.263949516921518,-6.325138319561833,-6.394096906935732,-6.468780462874006,-6.5458320567621655,-6.620858701495928,-6.688756000932116,-6.744062916565208,0.1961629006781641,0.13493379697827004,0.1252391548450312,0.14160104406559126,0.15624532198790703,0.1599159088295652,0.1522444202807904,0.13627678136662735,0.116865813199904,0.1001457525224597,0.09211312667055431,0.09463502187385323,0.10362541874411504,0.11346573960647781,0.12050462980895126,0.12324568515679006,0.12169288112177064,0.11681316518207888,0.1101340365418194,0.10337288076829608,0.09802854853536727,0.09496767009442435,0.09420369180962745,0.09505954714177255,0.09662943821616214,0.09829624885190913,0.10025007107888757,0.10411936241130501,0.11352305014712392,0.13353532769806287,0.16854631984829058
8,5.5,20.0,-0.162445743602094,-0.5677406431281604,-1.0023741246026143,-1.4571808567418665,-1.9220869803804614,-2.3865757223793453,-2.840197088058379,-3.27308733016976,-3.6764641566836627,-4.043061520665473,-4.367475507981821,-4.646393192165196,-4.878691079501695,-5.0653941077541615,-5.209499727557933,-5.315682682294458,-5.389900143596404,-5.438930734510623,-5.469879409195322,-5.489684742963875,-5.504662601250392,-5.520117300559157,-5.540042739958956,-5.566930055973827,-5.601689137136553,-5.643682262419841,-5.69086002503725,-5.739984198702139,-5.7869156390387,-5.826942733375022,-5.8551265253292035,0.1772194780727976,0.1362470397472259,0.12989152205715024,0.13854344172839875,0.14565585374174697,0.14528858424835694,0.13730604421029,0.12417581858488766,0.10968123407046122,0.09812968803169697,0.09294523246910591,0.09464247392576795,0.10065939298324722,0.10766239630419673,0.11331004669971613,0.11650564499204286,0.1170631911051501,0.11534599955196302,0.11199619989307014,0.1077649559511477,0.10341831966400933,0.09967826962984398,0.09713377217032099,0.09610143119348717,0.09652763254635423,0.09812364983979698,0.10088664998668978,0.10599302166712633,0.11667865609268649,0.1379870311099129,0.1746443389516202
9,5.0,5.0,-0.2859163721241139,-0.5074936999129896,-0.7474013960026913,-1.0042407277374021,-1.2761610080692478,-1.5608674944822098,-1.855654416867111,-2.1574660196945143,-2.462985353224994,-2.7687476287803596,-3.071274154367288,-3.367217450720217,-3.6535085920623036,-3.927494424277289,-4.187053650533737,-4.430680155093079,-4.657524943270059,-4.86739198007999,-5.060683590513245,-5.238300537493505,-5.40150252309645,-5.5517383367208994,-5.690462895015635,-5.8189520475145695,-5.9381348172993516,-6.048454627229119,-6.1497737907383,-6.2413278559468575,-6.3217342317874765,-6.389055370080877,-6.440910040701751,0.18099277313079312,0.1367486300214596,0.12009207147943429,0.12312062816147712,0.1319675251164196,0.13785612857284432,0.13759835014838148,0.13104389375193515,0.11972341615589878,0.10637586830310332,0.09473211719800524,0.08871655017939231,0.0902506973504251,0.09758661950509354,0.10695918903821167,0.11506278599507,0.1198990240365917,0.12069995326840287,0.11771723437568336,0.11204139394141646,0.10538810342024423,0.09971244806473752,0.09654476455418434,0.09628082460467155,0.09807820605265692,0.10063832039678677,0.10335761577622267,0.10736072115039723,0.11610248584962196,0.134648979948011,0.16724313108788025
