,ph,mMacid,mean,std
0,7.0,0.0,6.55579379087,0.057203337528
1,7.0,5.0,6.55375179543,0.0577164537323
2,7.0,10.0,6.64874833211,0.0658391424355
3,7.0,20.0,7.02642838225,0.0920393768983
4,6.5,0.0,6.52248226542,0.0770221891662
5,6.5,5.0,6.84306109272,0.0889112636489
6,6.5,10.0,7.22195973777,0.0765745265307
7,6.5,20.0,6.62502737712,0.124168576921
8,6.0,0.0,6.6034469078,0.079003908404
9,6.0,5.0,6.58648488611,0.0981900223784
10,6.0,10.0,6.74248338666,0.125694211612
11,6.0,20.0,0.108798812994,0.0940371906197
12,5.5,0.0,6.32078656665,0.0894347061408
13,5.5,5.0,4.15972775461,0.132498687485
14,5.5,10.0,0.0455306823748,0.0808015153008
15,5.5,20.0,0.16001554292,0.0509771602115
16,5.0,0.0,6.01338370824,0.104448669858
17,5.0,5.0,0.0472344261087,0.0697075642984
18,5.0,10.0,0.0798351569509,0.0682826563018
19,5.0,20.0,0.176417544522,0.0504014481322
