,ph,mMacid,E[f(1.25)],E[f(2.00)],E[f(2.75)],E[f(3.50)],E[f(4.25)],E[f(5.00)],E[f(5.75)],E[f(6.50)],E[f(7.25)],E[f(8.00)],E[f(8.75)],E[f(9.50)],E[f(10.25)],E[f(11.00)],E[f(11.75)],E[f(12.50)],E[f(13.25)],E[f(14.00)],E[f(14.75)],E[f(15.50)],E[f(16.25)],E[f(17.00)],E[f(17.75)],E[f(18.50)],E[f(19.25)],E[f(20.00)],E[f(20.75)],E[f(21.50)],E[f(22.25)],std[f(1.25)],std[f(2.00)],std[f(2.75)],std[f(3.50)],std[f(4.25)],std[f(5.00)],std[f(5.75)],std[f(6.50)],std[f(7.25)],std[f(8.00)],std[f(8.75)],std[f(9.50)],std[f(10.25)],std[f(11.00)],std[f(11.75)],std[f(12.50)],std[f(13.25)],std[f(14.00)],std[f(14.75)],std[f(15.50)],std[f(16.25)],std[f(17.00)],std[f(17.75)],std[f(18.50)],std[f(19.25)],std[f(20.00)],std[f(20.75)],std[f(21.50)],std[f(22.25)]
0,6.5,5.0,0.18544087822326535,0.14614980407600905,0.10263658419914544,0.05892061150690445,0.018993818792629385,-0.013649575939223621,-0.03643343049386746,-0.04802272447314574,-0.048477442432239906,-0.0392319985928312,-0.022872898538194984,-0.0027652628216203105,0.017441209578996548,0.03433208280554568,0.04522169292969636,0.04852083825131033,0.04393840944610196,0.032488508216062924,0.016296841309127324,-0.0017550828460339023,-0.018484059216592266,-0.030895970355332723,-0.03662680727671461,-0.03427416125984581,-0.023572234162573428,-0.005401923598058909,0.01837060003629873,0.045171902234310786,0.08864655973311943,0.11325212490582426,0.08751220458336027,0.0668102380408704,0.05253702078814797,0.04500002428191963,0.04243002322508192,0.04188591427991964,0.04122035802375285,0.03966301098547746,0.03745361310297863,0.03539727204592263,0.0343576904398493,0.034683843727185436,0.03594350836218281,0.037281964545234,0.037985581478317015,0.037804957579258225,0.03700887286396234,0.03624460030124979,0.036186024226567824,0.03710844152606476,0.038745310051493634,0.04063701836913745,0.04271039283377935,0.04576065588861492,0.051504661248560284,0.061809990374033966,0.07755481817742345,0.11447437275103346
1,6.5,10.0,0.0012115480465647044,0.011817115927556316,0.020864762108113652,0.02745603637540405,0.031006600899066945,0.031356084442107225,0.028809948228075574,0.024116999718025982,0.018373117768684204,0.012860556381654748,0.00884824943526993,0.007385100342450111,0.009115210895177434,0.014153889044015662,0.022047419260562237,0.03181793278205947,0.04210395359316989,0.05135932386714262,0.05808587800363068,0.061062568703518304,0.05952737583188986,0.05329290665177023,0.042765904118785045,0.028884754652752597,0.012976205342891518,-0.0034353674770951814,-0.01883222921522991,-0.03190028017170622,-0.046086666320259886,0.11396825775910613,0.08824670455869557,0.06718803311268208,0.052154361145197684,0.04357704050010182,0.040099247826634245,0.03913844138326819,0.03863123878258726,0.037705049498754056,0.03634643451418772,0.034970622886070564,0.03407800833255,0.03395311291859256,0.03447948364232805,0.03522329396994793,0.03571182289619533,0.0356986293031842,0.035286926747826505,0.034874371307685434,0.03492095034038453,0.03565517685510346,0.036951170895510164,0.03856213822524185,0.04058966616769227,0.04391861869708875,0.05022952564861476,0.061218849202259173,0.07759412394344786,0.1153482962309745
2,6.5,20.0,-0.453338264502575,-0.4782824727573672,-0.47160522696818746,-0.432839306287103,-0.36480020395507884,-0.2734131473314862,-0.1671213610508937,-0.05593769881985876,0.04973967942508716,0.14038485342580478,0.20849617403615098,0.24946854097134138,0.2620668746378303,0.24842188789444644,0.21357349008331358,0.1646287966344044,0.10967929060540145,0.0566501183288291,0.01225559418782609,-0.018787325832110274,-0.034195942207347445,-0.03416752757425657,-0.02106062228973317,0.0011983045859612178,0.027865441567967247,0.0541580609096354,0.07593981425342393,0.09022001841713247,0.09371409595254959,0.12784319695064045,0.09299742301216682,0.06713579530157344,0.05348284747612029,0.04939963704270828,0.04787868421523928,0.04487658298070735,0.04070301617977984,0.03783609267459309,0.03791173178737284,0.03969926442745357,0.04072389046671773,0.03966120875017725,0.03702921436853426,0.034782141644544844,0.03482673337803201,0.037031225578606414,0.03946926861590371,0.04044991775925034,0.03962161137656678,0.038008603952723694,0.03735180045369371,0.038800911874718215,0.04214418354503776,0.04686398221287881,0.05366188734913095,0.06453848100262671,0.08122919436759951,0.12141215926257369
3,6.0,5.0,-0.3075518056952988,-0.27732026152244893,-0.23194090260067524,-0.17526624985421882,-0.11228183817111709,-0.04857158615382346,0.010315137862459052,0.05950419972737193,0.09536188602619375,0.11589774706073977,0.12094007601215173,0.1120684717382861,0.09231205896226524,0.06566295490868589,0.03649120592095621,0.008947494023231016,-0.013555190486439739,-0.028704995297926646,-0.03546863942395961,-0.03406085629439487,-0.025746940357749104,-0.012519372642990858,0.0032847707506071665,0.019352888974194734,0.03370563661306341,0.044905229084043916,0.05214770719123813,0.05524610864559719,0.05226412397476254,0.11658864451356687,0.08978673195787708,0.06908109598797729,0.05506399122282105,0.04697711859308759,0.042984169712267144,0.04119433580580272,0.04031393745503238,0.03955398242060266,0.038468658651001124,0.037015270436974015,0.03562559084061303,0.034983074788677675,0.03545754666344201,0.03667460078432053,0.03776410787173962,0.03798369746953981,0.037172318990393596,0.0358547770982597,0.035007111832663085,0.03544710430519096,0.03721986091286584,0.03971251227570703,0.04244501158811323,0.0458258478733756,0.051427115508363826,0.06135997697152664,0.0769682427756681,0.11491984468043892
4,6.0,10.0,-0.27697838806526465,-0.3535721553584769,-0.40378433467698055,-0.42134546861005645,-0.403149362751608,-0.349830279007836,-0.26589132781317887,-0.1593244090264255,-0.04075154446483647,0.07782232559581297,0.18447134610063953,0.26882817363536543,0.323368335819914,0.3443012844169455,0.33195685659527435,0.2905997226858308,0.2277221490818402,0.15292285426427846,0.07655547194745373,0.008352167124109631,-0.043785710417170456,-0.07466167166180994,-0.08222119818228364,-0.0675403655796637,-0.03438841785123485,0.011511717879262312,0.0634057875270309,0.11445304443167673,0.18174945009347185,0.13355554884467247,0.0993230139810776,0.07073557552113474,0.053253084334832924,0.04866880702515869,0.050043133993097115,0.04991164206008741,0.046100925262922636,0.04041070417109463,0.036753436950165655,0.03777646313879919,0.0415657044507168,0.04439152406753449,0.04422121562489281,0.041314979973841544,0.037831946066045265,0.036593650423816064,0.03847460295407356,0.04145728625483209,0.0430775312508994,0.04237142966819866,0.04024950350850098,0.03905041354907189,0.04096399956066951,0.04620538530880633,0.05379593899384392,0.06376239871323255,0.07765355990043633,0.11356940555734425
5,6.0,20.0,-0.4045503169685987,-0.49888129440802453,-0.5800302372892032,-0.6422483927994357,-0.6811163281193663,-0.6940730135630057,-0.6807651544228521,-0.6431663701690428,-0.5854342072953578,-0.5135054790932153,-0.43447526366117867,-0.3558260905202769,-0.2846000445334676,-0.22662177964606423,-0.18586074889974347,-0.16402571316759187,-0.16042722464956188,-0.17212855289684717,-0.19435493867369402,-0.22110354209195573,-0.24586995166944003,-0.2623997013222601,-0.2653743803911633,-0.25095145284201825,-0.21711038311794534,-0.1637805461291515,-0.09275131914721044,-0.007398262766850106,0.15399939917087083,0.11796977719686849,0.09111007339834787,0.06919444471102756,0.054346238969026704,0.04705845762277642,0.044758780972380556,0.043728615467502285,0.04189750041736384,0.039217962321806334,0.03684372898767406,0.03598303838453495,0.036767626425823347,0.038163961613523194,0.03896610857718029,0.03862387024513902,0.037449914766059064,0.0364005327949641,0.03645292494627469,0.03782958621103783,0.039818248134746353,0.04138375008372421,0.041889804052658776,0.04155878789642443,0.041773646754327404,0.04498060622290306,0.05342744594108492,0.06764284957589806,0.08674817633153825,0.12608778254954617
6,5.5,5.0,-0.1845709984609438,-0.23811057770214686,-0.29269288290374795,-0.3454435631973931,-0.3932200156998706,-0.43285480701597817,-0.4614169040755246,-0.4764860490818267,-0.4763858278293196,-0.460364501334534,-0.42868856956025875,-0.382647624629267,-0.3244521345009262,-0.2570491964810536,-0.18386173175051312,-0.10849016375876878,-0.03440453673128413,0.03533166866871932,0.09828215709311862,0.15277389215427403,0.1979423301602932,0.2336819536170777,0.26052141745406826,0.2794438398324666,0.29168392450702335,0.2985301415160877,0.3011558777368037,0.30050943056821294,0.2938250846530596,0.11117817247463117,0.08636143136683795,0.06633575653704539,0.052312028400490866,0.04451137419871426,0.04147155321564036,0.040727362065897645,0.04034286054465394,0.03943735534709619,0.0379114926878573,0.036138503243935916,0.03472602354663138,0.03423099651011915,0.034810564477924785,0.0360821868822405,0.03735409980604841,0.03801340401511934,0.037803643198362234,0.036937331580683755,0.036037831821127554,0.03585516404599789,0.036812649274061755,0.038798853038950025,0.04154719683983536,0.045347611715196835,0.051468940381252645,0.061730885668414705,0.0773545108456478,0.11467498150111081
7,5.5,10.0,-0.26039704768659383,-0.3084235424701098,-0.3578980202304352,-0.406840659220067,-0.45282528015908285,-0.4931575904416977,-0.5251230513106651,-0.5462826284639896,-0.5547847267171957,-0.5496470382968542,-0.5309587878750668,-0.49998333726774236,-0.4591109662788079,-0.41167801389570347,-0.36164852763186617,-0.3131990924920345,-0.27025169765029755,-0.2360196526461006,-0.21261396468335933,-0.2007776862193258,-0.19976608943382826,-0.20741443386562392,-0.22036043575623632,-0.23441527593598144,-0.24502647480939516,-0.24777716357455803,-0.23886960789729908,-0.21553031776335208,-0.14124476969626998,0.11340038285679047,0.08855803644374168,0.06780601400810507,0.05262230627892945,0.04371634245591747,0.04008343174155732,0.039276261986714245,0.039132726453609996,0.038606600142333795,0.0374939377573564,0.03602312244435947,0.03463276307049275,0.03381520510329243,0.033914256700237795,0.034888763157706705,0.036275247467072246,0.037419888303806964,0.037806498676951704,0.03732340879845379,0.03638705633341028,0.03585414209290427,0.036579487555443185,0.038828861843250066,0.04225486886090465,0.04668653963728225,0.053004419372055994,0.06322707166743953,0.07935641483402987,0.12029705035341352
8,5.5,20.0,-0.15014600649094922,-0.20878238896957363,-0.2708529472017938,-0.33298507644026903,-0.3914371013224625,-0.44244167208483,-0.4825967767883734,-0.509255696403985,-0.5208580955029941,-0.5171551097381267,-0.4992866027570127,-0.46969592444150277,-0.43187042373079404,-0.3899431209911196,-0.34820070149646154,-0.31055827037026607,-0.28006941384169987,-0.25854298375590684,-0.24631345059888252,-0.24220067093353403,-0.24366320556971346,-0.24712327403302928,-0.24842167342367805,-0.2433405873459526,-0.22812714687645053,-0.19995274079186523,-0.1572542152016054,-0.09991936913784345,0.023881533901823324,0.11177052075754204,0.08677927017038005,0.06662989161672413,0.052336935581657563,0.04390076038269409,0.039984239390212145,0.0385776307471183,0.0381136563903346,0.03776277992813812,0.03716646975340689,0.0362366701313696,0.03513380866984939,0.034255267461210104,0.0340587489093426,0.03472998675726939,0.03598343690820988,0.037234315907734315,0.03797622831117448,0.038061992406601894,0.03777100090214334,0.03764451095119886,0.03815476958401561,0.03948846573922309,0.04177734311845997,0.0457228948715046,0.05294847727560854,0.06533611423936306,0.08378495925459666,0.1262203202299897
9,5.0,5.0,-0.24427209779465223,-0.258297778909913,-0.27153821260163113,-0.28513271816314256,-0.30004961146462017,-0.31689355151213094,-0.33575444787528,-0.35613486647505793,-0.3769661796397374,-0.3967255657112309,-0.41362998105686527,-0.42588976609161394,-0.43197097247687377,-0.4308348077449987,-0.42210092071921185,-0.4061169938480908,-0.3839143122446941,-0.35705365500598785,-0.3273888228113895,-0.2967837869080146,-0.266824507611986,-0.2385822434499251,-0.21245059290886437,-0.1880977907909209,-0.16453104259207432,-0.14026288819501548,-0.11355630782022555,-0.08271096835125938,-0.0185939917158558,0.11779399286240619,0.09086954476228638,0.06878385699584642,0.0531837257288563,0.04478514749183307,0.04202283472057643,0.0416781516930586,0.041272870679007076,0.03991401130812193,0.03786022749684537,0.035937385203639434,0.03495478673626411,0.035163881633529244,0.036125607599249314,0.03711108788227356,0.03757294921637427,0.03735943114515285,0.03670819487711924,0.036090500745174656,0.03598109543960101,0.03661464738855392,0.037896811081049746,0.03959878942048396,0.041741937468719015,0.04502859420098202,0.05100785290423894,0.06152743957504648,0.0776842470235497,0.1163978372978179
