,ph,mMacid,E[f(1.25)],E[f(2.00)],E[f(2.75)],E[f(3.50)],E[f(4.25)],E[f(5.00)],E[f(5.75)],E[f(6.50)],E[f(7.25)],E[f(8.00)],E[f(8.75)],E[f(9.50)],E[f(10.25)],E[f(11.00)],E[f(11.75)],E[f(12.50)],E[f(13.25)],E[f(14.00)],E[f(14.75)],E[f(15.50)],E[f(16.25)],E[f(17.00)],E[f(17.75)],E[f(18.50)],E[f(19.25)],E[f(20.00)],E[f(20.75)],E[f(21.50)],E[f(22.75)],std[f(1.25)],std[f(2.00)],std[f(2.75)],std[f(3.50)],std[f(4.25)],std[f(5.00)],std[f(5.75)],std[f(6.50)],std[f(7.25)],std[f(8.00)],std[f(8.75)],std[f(9.50)],std[f(10.25)],std[f(11.00)],std[f(11.75)],std[f(12.50)],std[f(13.25)],std[f(14.00)],std[f(14.75)],std[f(15.50)],std[f(16.25)],std[f(17.00)],std[f(17.75)],std[f(18.50)],std[f(19.25)],std[f(20.00)],std[f(20.75)],std[f(21.50)],std[f(22.75)]
0,7.0,0.0,0.424921972164,0.638946285688,0.820700248869,0.946088621945,0.997973635718,0.970961351022,0.87380451549,0.728267094772,0.56428750869,0.412619400843,0.297098600966,0.229002071959,0.205313101361,0.211343805098,0.22665746554,0.232096393429,0.215530408288,0.174603736323,0.116006877205,0.0520486887797,-0.00393247243738,-0.0417138064544,-0.0567594341515,-0.050827585548,-0.0308838291574,-0.00694518648224,0.010425257419,0.0123956388603,-0.0313758867037,0.0788530214307,0.0511778825399,0.0371885370553,0.0314600718914,0.0307111955513,0.0314679627982,0.0302622075228,0.0274154295711,0.0266462510562,0.0285428484563,0.0289158713495,0.0258532211444,0.0228786963072,0.0246823266549,0.0284807634634,0.0295437977084,0.0274754252876,0.0251326337065,0.0247700073991,0.025352185787,0.0252474972799,0.0247282351176,0.0251510321588,0.0271024439886,0.0299263368305,0.0326599608983,0.0350325057192,0.0397244597146,0.0744861618623
1,7.0,5.0,0.403747969501,0.591598785974,0.747979523449,0.851272546941,0.886753425779,0.851067487117,0.754342309769,0.618823687614,0.473917571608,0.348848917107,0.265079234935,0.230938276701,0.240249345509,0.275339085697,0.313314661929,0.33336867334,0.322678470158,0.279167774669,0.210658063566,0.13122570565,0.0563328740452,-0.00160298864505,-0.0360405546421,-0.0471140068067,-0.0406721861936,-0.0261634274057,-0.0140957732559,-0.0136723308844,-0.0535840675635,0.0886236063473,0.0595209471202,0.0427247759658,0.0336584934324,0.0305600247862,0.0306932386302,0.0299110305935,0.0277138518067,0.0271937819938,0.028900512116,0.0291956122091,0.0265050106948,0.0242031485215,0.0261085027452,0.0293159723618,0.0295895833443,0.0268652122864,0.0244318422366,0.0247934425863,0.0264763997244,0.0273538924055,0.0272700876827,0.0271582549064,0.0277640855867,0.0293881906609,0.0322621864272,0.0369944375767,0.0460769607109,0.085906787063
2,7.0,10.0,0.369836708395,0.563337664558,0.725809520293,0.835035491193,0.875768466303,0.844280865729,0.750515735701,0.616735601801,0.472538753853,0.347475167732,0.263418622358,0.22915100846,0.238940172683,0.275501319483,0.316227822927,0.340440396027,0.335242798308,0.298256449962,0.236778337756,0.164172972304,0.0950840933084,0.0411073289499,0.00807987464395,-0.0046101169832,-0.00296923593037,0.00375795019258,0.00561511632271,-0.0057701448764,-0.0661850956959,0.0886837402559,0.0587690168781,0.0419532953662,0.03355197248,0.0307951071658,0.0304311639824,0.0288105216703,0.0261081480914,0.0259895207532,0.0286113444612,0.0295286507592,0.026842077639,0.0237568492851,0.0246710534968,0.0275295872472,0.0280955019623,0.0261819981427,0.0247239002137,0.025424706825,0.0265903132263,0.0265690573588,0.0257985198983,0.0257530450108,0.0272178202635,0.0298849875465,0.0332884231095,0.0377831194998,0.0461076270674,0.0848222975583
3,7.0,20.0,0.320781256696,0.513371054682,0.677623565293,0.790839000041,0.836947840551,0.811187581339,0.722454798214,0.592180529045,0.449570395013,0.324350308417,0.239156122953,0.2039860466,0.214527109892,0.254794334176,0.303039322519,0.338770707988,0.348504466099,0.328572081106,0.284480962554,0.227623440362,0.170815980564,0.124261294253,0.0930280564104,0.0764222850345,0.0689918614123,0.0625322651308,0.0484269471907,0.0197419714868,-0.0688646441634,0.0880640046366,0.0589706850217,0.0432512390315,0.035491384757,0.032610063344,0.0317632763698,0.0297918076987,0.027009207131,0.0269789001242,0.0296733222585,0.0306694507631,0.0282026395477,0.0255343521306,0.0266895681325,0.0293881951387,0.0294938560867,0.0269195721033,0.0250404306142,0.0261581066415,0.0283858665858,0.0294099970084,0.0290150514044,0.0282909716127,0.0285008749821,0.0305927653366,0.0350035787088,0.0417823653683,0.0521752300269,0.0901953341033
4,6.5,0.0,0.378679084209,0.572475920452,0.751131537398,0.892345744199,0.974611308637,0.983259211452,0.916197857206,0.786808117072,0.622042205494,0.455590266994,0.318121662004,0.228227979995,0.187681057453,0.182901533507,0.191903801417,0.193580585912,0.175413779441,0.136676530483,0.0864639863477,0.0382080089861,0.00354247273669,-0.0118692071128,-0.00933923871246,0.0046106783374,0.0212878146766,0.0325897444278,0.0325661513965,0.0177652992176,-0.0423157102141,0.0971038540789,0.0633186404048,0.0472644465967,0.0402409514647,0.0354176327224,0.0329605644715,0.0327421990685,0.032052202892,0.0302804567203,0.0294980094374,0.0301049916946,0.0300703311999,0.0289620024264,0.028410951044,0.0287953647804,0.0289213371972,0.028725053899,0.0290037616946,0.0295259490116,0.0298053407526,0.0303120551733,0.0312129449045,0.0316363938685,0.0316024929971,0.0331327690618,0.0377015926267,0.044297463394,0.0536442114286,0.0949095320991
5,6.5,5.0,0.551622170948,0.678116126879,0.785849447849,0.859206995797,0.883273580143,0.849077149722,0.758597612277,0.627095149129,0.480926714805,0.350752239515,0.262159244512,0.227269543731,0.240874532001,0.282835189997,0.325898475355,0.345643845606,0.328555994468,0.275249114919,0.198174493348,0.115547828055,0.0444589474395,-0.00409988755945,-0.0269608227017,-0.0275534872958,-0.0131756492194,0.00771684043286,0.0272752249132,0.0389826867712,0.0282701699002,0.119419420334,0.0739689312392,0.0498757353541,0.040736923326,0.0363127519225,0.0337818602757,0.0332538080463,0.0330218497251,0.0322442130445,0.031901836463,0.0319795921091,0.0312842762108,0.030241604177,0.0304615093556,0.0314738897387,0.0315423199784,0.0307828824061,0.0306078107271,0.031161604161,0.0316574830441,0.0321508763725,0.033021458622,0.033991509843,0.0349236002084,0.0364609533009,0.039485310683,0.0458944820313,0.0610814185491,0.122418802782
6,6.5,10.0,0.324862053112,0.509237301939,0.678081769296,0.81003323374,0.884863444086,0.889401865831,0.823066954955,0.70052198443,0.549526190377,0.40390829634,0.293703915344,0.236107543083,0.230849812493,0.261875154088,0.30455310934,0.335231184994,0.33920003819,0.314091513577,0.268038985371,0.214251791931,0.164871518055,0.126738246951,0.100266859977,0.0810643308279,0.0627857301829,0.0396967832946,0.00804267871308,-0.0337932811743,-0.125367839603,0.123588403122,0.0772714695332,0.0513511792859,0.0408682792365,0.036694638198,0.0350330753956,0.0346527182499,0.0336338371546,0.0318234606497,0.0310514294993,0.0315166426718,0.0314226274128,0.0305513447747,0.030367658677,0.0308773090327,0.030787327625,0.0302243075515,0.030314300618,0.0309334392889,0.0312711124001,0.0314824881625,0.0320711095653,0.0329356709715,0.0341261772564,0.0362072079129,0.0394768256105,0.0451797057011,0.0591775777633,0.121282392742
7,6.5,20.0,-0.200010205787,-0.0537591565031,0.114384661558,0.284005589505,0.431717424384,0.537280130011,0.589907681845,0.592166698786,0.559391938622,0.51427420566,0.478430255941,0.464352365181,0.471223247672,0.486396850357,0.491851598473,0.472586174679,0.423198686209,0.349945479263,0.26776706763,0.194116433256,0.142495060046,0.11833977197,0.118402267495,0.13311491851,0.150332685547,0.158759146878,0.150060646929,0.119552768819,0.0182942240311,0.131071671408,0.0794919882603,0.0502766971926,0.0407133660925,0.0387562209644,0.0373980127344,0.035587723204,0.0333022887798,0.0316839319639,0.0322020098798,0.0335411399162,0.0332018830685,0.0313366000776,0.03035151004,0.031053039151,0.0320114223833,0.0326020833051,0.0330267001534,0.0328160698132,0.0317518598364,0.0311543567656,0.0322766028467,0.0343105216981,0.0359599194951,0.0373273495419,0.0397008078798,0.0457745980638,0.0615494724774,0.126442975516
8,6.0,0.0,0.423011938467,0.567770727709,0.694436862577,0.796809525368,0.867746396288,0.899954181507,0.888224979972,0.832168342557,0.737917567693,0.617707530748,0.487235435115,0.361891357248,0.253452568434,0.168464347185,0.108521877489,0.0717169425292,0.0541935041119,0.0511109380188,0.0570454874437,0.0663230234214,0.0737431264066,0.0756232566544,0.0706460054539,0.0598686750076,0.0456695054931,0.0300343580298,0.0130430281071,-0.00764032978481,-0.0609093241881,0.0997465741032,0.0670413218029,0.0489998036705,0.0402053078041,0.0360324505512,0.0347427040503,0.0346830431552,0.0336912935106,0.0313423135933,0.029445131974,0.0294397888566,0.0303718356091,0.0308454504012,0.0305471766517,0.0296719102735,0.0286380095141,0.0281699552173,0.0285681140581,0.0293400636194,0.0300829072326,0.0307872333214,0.0312086796004,0.0311085943707,0.031378970952,0.033829545227,0.0388639120353,0.0452385061489,0.0541238073542,0.0945306112968
9,6.0,5.0,0.079896722334,0.230128000132,0.378923429543,0.518527029054,0.63899102459,0.729216215578,0.779560525846,0.785013154528,0.747371207444,0.675257294971,0.581814561135,0.481139374553,0.385019870277,0.301194751402,0.233377591649,0.182355342326,0.147152169616,0.125626962184,0.114568565288,0.109845580769,0.107056911987,0.102628958688,0.0948033400847,0.0838406051718,0.0711637686564,0.0578223244338,0.043109536253,0.0241226054676,-0.0284081026586,0.122207446242,0.0769875333767,0.0526949247332,0.0425516135457,0.0374036014574,0.0345291724825,0.0341600838529,0.0345616409114,0.0338830169158,0.0323163000499,0.0308906525198,0.0300271510299,0.0298726053831,0.0304310368009,0.0310035002939,0.0308785130712,0.0302640374528,0.0298010202056,0.0297532215781,0.0302043052816,0.0312321088402,0.0324417576232,0.0333206343975,0.0342135571827,0.0361354293649,0.0396925447017,0.0460863058111,0.0604050596645,0.120729110504
