,ph,mMacid,mean,std
0,7.0,0.0,0.998300431487,0.0306978595685
1,7.0,5.0,0.887135230609,0.0304864982388
2,7.0,10.0,0.876045280041,0.0307081786516
3,7.0,20.0,0.837436486322,0.0323902564794
4,6.5,0.0,0.987780738308,0.0329065148187
5,6.5,5.0,0.88577742319,0.0358105179205
6,6.5,10.0,0.89566449306,0.0347565396506
7,6.5,20.0,0.599318713488,0.0320998846608
8,6.0,0.0,0.903601331776,0.0336103281905
9,6.0,5.0,0.789775870556,0.0336019903213
10,6.0,10.0,0.655749629914,0.0291421797994
11,6.0,20.0,0.113366332889,0.0777948612364
12,5.5,0.0,0.682642452396,0.0288585349856
13,5.5,5.0,0.383908034307,0.0409102620547
14,5.5,10.0,0.0656282773032,0.0511171290813
15,5.5,20.0,0.109468382851,0.0685105450065
16,5.0,0.0,0.480141400633,0.0228392816799
17,5.0,5.0,0.0807501629651,0.0527492364811
18,5.0,10.0,0.0824770316207,0.0596722557344
19,5.0,20.0,0.110998829466,0.0614232427778
