,ph,mMacid,mean,std
0,7.0,0.0,5.51066330486,0.162513345885
1,7.0,5.0,5.24435248732,0.147468308311
2,7.0,10.0,5.05254118584,0.146679766507
3,7.0,20.0,4.76737511948,0.155040920902
4,6.5,0.0,6.03891673879,0.202596161438
5,6.5,5.0,5.61889854658,0.244732672246
6,6.5,10.0,5.63793224059,0.245464611767
7,6.5,20.0,4.8898059239,0.249259746148
8,6.0,0.0,5.66982615729,0.206684707017
9,6.0,5.0,4.76155115561,0.253164545727
10,6.0,10.0,4.66351198403,0.241976830771
11,6.0,20.0,3.96359283826,0.184921993632
12,5.5,0.0,6.18627344414,0.199644473835
13,5.5,5.0,5.00669557996,0.174246639185
14,5.5,10.0,4.15123041933,0.215775450913
15,5.5,20.0,1.42828450235,0.257688649281
16,5.0,0.0,6.46246130724,0.158376874172
17,5.0,5.0,4.81894509332,0.249605957665
18,5.0,10.0,0.0946740355872,0.227112367733
19,5.0,20.0,0.119528488401,0.224609754339
