,ph,mMacid,E[f(1.25)],E[f(2.00)],E[f(2.75)],E[f(3.50)],E[f(4.25)],E[f(5.00)],E[f(5.75)],E[f(8.00)],E[f(8.75)],E[f(9.50)],E[f(10.25)],E[f(11.00)],E[f(11.75)],E[f(12.50)],E[f(14.25)],E[f(15.50)],E[f(16.25)],E[f(17.25)],E[f(19.00)],E[f(19.75)],E[f(20.75)],E[f(21.50)],E[f(22.25)],E[f(23.25)],std[f(1.25)],std[f(2.00)],std[f(2.75)],std[f(3.50)],std[f(4.25)],std[f(5.00)],std[f(5.75)],std[f(8.00)],std[f(8.75)],std[f(9.50)],std[f(10.25)],std[f(11.00)],std[f(11.75)],std[f(12.50)],std[f(14.25)],std[f(15.50)],std[f(16.25)],std[f(17.25)],std[f(19.00)],std[f(19.75)],std[f(20.75)],std[f(21.50)],std[f(22.25)],std[f(23.25)]
10,6.0,10.0,-0.189970660752,-0.222848067907,-0.170946971738,-0.0378031665587,0.168383832253,0.435379789584,0.747915492468,1.78815849537,2.11597880412,2.41382393523,2.67469467628,2.8955122847,3.07686095166,3.22241021002,3.45881924452,3.58172300279,3.65316750722,3.75703999107,3.98115465019,4.09452410954,4.25683972741,4.38193219381,4.50457930606,4.65512200711,0.24049494513,0.179515147135,0.149917828389,0.14460170813,0.150054529625,0.156433042396,0.159779630577,0.150886598346,0.145355417588,0.141050636965,0.139252723328,0.140355547254,0.143606988867,0.147545202759,0.153073357117,0.153762989129,0.154378060612,0.156127674348,0.157547448921,0.155385674014,0.152051727425,0.156701891923,0.179406740724,0.253313645508
11,6.0,20.0,0.207689977884,0.213361513503,0.268971606626,0.372192108323,0.518086215372,0.699529863119,0.907854045512,1.60115306907,1.82754501168,2.04176101462,2.24091398454,2.42405384206,2.59180213132,2.74583831435,3.06399843722,3.26535865512,3.37731812525,3.51511073935,3.71506153783,3.7800641049,3.84323245621,3.8712041284,3.88147043169,3.86678780887,0.239451496242,0.179434945026,0.14951462355,0.142263512247,0.145173977332,0.14947400449,0.151808439359,0.146477311002,0.142818674287,0.139691873052,0.138066024172,0.13847772302,0.140675355876,0.143768692384,0.15001985799,0.153505330334,0.155973788592,0.15935456809,0.159801260788,0.156126575045,0.150716518865,0.154400075505,0.177060409515,0.25190540685
12,5.5,0.0,0.0686702518067,0.336893801304,0.669932915266,1.05993816262,1.49613358701,1.96527552117,2.45232713337,3.86246878876,4.26705064675,4.62027263727,4.91596870707,5.15193641027,5.32993924307,5.45535766966,5.5939658033,5.62183160453,5.63385279736,5.66141198473,5.76844205767,5.83742702979,5.94220825879,6.02249083581,6.09642044636,6.17279288144,0.214961186705,0.173965473303,0.149004400561,0.138324260702,0.137716538721,0.141699960025,0.145752456833,0.142547772373,0.138842248052,0.13643381334,0.135923185528,0.136802099887,0.138091160287,0.139131088048,0.141365922623,0.144456613126,0.146277766994,0.147184696597,0.143206321208,0.141071724221,0.142228344355,0.150192932699,0.168671676278,0.216018605226
13,5.5,5.0,-0.168111241355,-0.301279432111,-0.3254777702,-0.237485268552,-0.0401150266054,0.257775468132,0.641744478679,2.10386469545,2.61572286834,3.10129509624,3.54153308218,3.92198822324,4.23360435771,4.47299760831,4.77089808913,4.81322836249,4.79898202546,4.76108909078,4.71216168727,4.71486770663,4.74528313876,4.78561712258,4.83619658222,4.90935480192,0.253536685879,0.187287284624,0.154005670271,0.148389784771,0.156064915722,0.16486719469,0.169154891888,0.152759154784,0.144941253715,0.140265175707,0.139440494717,0.141380846127,0.144275676868,0.146793897183,0.150479797819,0.153695089876,0.156053490427,0.158671982865,0.157825854544,0.154622792108,0.150751231687,0.15543351789,0.178036192123,0.251351623888
14,5.5,10.0,0.303448589036,-0.0876382505767,-0.448458464318,-0.765084635279,-1.02491571716,-1.21746086236,-1.33499956491,-1.21013573584,-1.01722169216,-0.76015730626,-0.449245045488,-0.0960764941663,0.287200608318,0.688546120932,1.63334897085,2.26414515202,2.60917465271,3.01998801333,3.58379250729,3.7612206397,3.93772244671,4.02644002715,4.07975031143,4.10002711767,0.24618668974,0.184012847128,0.156647865071,0.151692118696,0.15483935076,0.158447339775,0.160298381039,0.155500856477,0.151349622642,0.146791094988,0.142837425431,0.140638547494,0.141050609872,0.144190053165,0.15665761819,0.162529194762,0.163321690579,0.162132161003,0.158726370951,0.15705190625,0.155846222178,0.161701682759,0.184564301023,0.258749152847
15,5.5,20.0,0.246512297615,-0.0545408797399,-0.338784625527,-0.60158995993,-0.83970970663,-1.05136139304,-1.23615333463,-1.64044110227,-1.73082152972,-1.80108646667,-1.85112946321,-1.879601311,-1.88394367103,-1.86065287075,-1.67684981813,-1.41779745422,-1.20948763827,-0.87548579044,-0.178360707648,0.140911838994,0.560043784864,0.855632549042,1.12443653747,1.42787246954,0.24403690363,0.18180697548,0.150421691365,0.142579558783,0.145980347805,0.151332639541,0.15435645101,0.145305237127,0.140585851347,0.137844292988,0.137748555455,0.139821388736,0.142959292968,0.146162068836,0.151994713021,0.15546281771,0.157525685942,0.159925900355,0.159750316348,0.156643707087,0.152433745957,0.157271429997,0.181393318211,0.258477930048
16,5.0,0.0,-0.0608091712366,0.101100269398,0.311510792424,0.566106520781,0.85925910927,1.18436555423,1.53421530296,2.6584646834,3.0351253416,3.40286517896,3.75704512313,4.09397421813,4.41089277799,4.70590261933,5.303672571,5.65169508376,5.82922721416,6.0298381326,6.28164665621,6.35033911647,6.40441345892,6.41632055425,6.40334927463,6.34724490129,0.206614262485,0.170858417647,0.150278890175,0.140132851193,0.136467222405,0.136788956506,0.139385876679,0.144593940904,0.141756686811,0.13694326563,0.131814494945,0.128427986183,0.12831001271,0.131643587728,0.145221551722,0.151265164472,0.151664412655,0.148766501502,0.140199000232,0.138603390295,0.142381646836,0.152437370788,0.171896034119,0.218301429766
17,5.0,5.0,0.171241282774,-0.0508603229416,-0.253151332304,-0.431621586411,-0.582580514062,-0.70263621153,-0.788683782632,-0.816512389851,-0.742310938985,-0.624398173045,-0.462677335124,-0.257947691641,-0.0120065720907,0.272280024905,1.06042183389,1.69768366009,2.0937940108,2.62118037974,3.48698075187,3.81563319445,4.198257837,4.43703395255,4.63055216252,4.8149366874,0.25007869249,0.187272378382,0.154804585604,0.145726592149,0.148222654691,0.153364856751,0.157103982322,0.152606927111,0.147352302907,0.142137547231,0.138477691992,0.13747680791,0.139294390267,0.143097931619,0.152580303652,0.155986057656,0.156984113636,0.158083884477,0.158326579765,0.156115856682,0.152716442258,0.157236746499,0.180178584654,0.255729692936
18,5.0,10.0,0.0807198437016,-0.035762741195,-0.144211440402,-0.246206931826,-0.343640172236,-0.438492421393,-0.532617296595,-0.823382009003,-0.924504346,-1.02675980108,-1.12854995651,-1.22766948886,-1.32141054308,-1.40670525585,-1.55463524478,-1.59966792551,-1.59709443395,-1.5563018738,-1.38157680425,-1.26917241696,-1.08942204904,-0.93596342451,-0.77017639491,-0.53600369927,0.24388402287,0.181553058099,0.152489726815,0.146980702862,0.150885380119,0.15525451415,0.156918633676,0.146912181269,0.14193697495,0.138194103566,0.136636063963,0.137523121161,0.140317815604,0.144006719316,0.151356520973,0.154392797656,0.155821995176,0.157445655084,0.156710612463,0.153935890877,0.150981350887,0.156903079868,0.181028403479,0.255442946301
19,5.0,20.0,0.105637306643,0.00865468863318,-0.0892515167445,-0.188550337066,-0.28931540474,-0.39115520795,-0.493211617114,-0.786922066124,-0.875403666863,-0.956796930719,-1.030137773,-1.09488891666,-1.15094199072,-1.1985558804,-1.27993784285,-1.31578015283,-1.32902476645,-1.33653235445,-1.31585274662,-1.29030403759,-1.23680589523,-1.18017132479,-1.10810274073,-0.987014044244,0.241571947005,0.17976973785,0.150686572142,0.145031368466,0.148973312644,0.153797183305,0.156505131504,0.151434899414,0.147066767757,0.142775406254,0.139760160021,0.13897414469,0.140624623754,0.144057608973,0.152801319765,0.155811757796,0.156301148734,0.15622200488,0.15478549495,0.153106624258,0.151933731997,0.158591462427,0.182935250009,0.258707327219
