,ph,mMacid,mean,std
0,7.0,0.0,0.473826021212,0.0296267698457
1,7.0,5.0,0.469707952521,0.0290090239355
2,7.0,10.0,0.468503289716,0.0289665923606
3,7.0,20.0,0.465870349135,0.029466853574
4,6.5,0.0,0.460935761948,0.0431807522708
5,6.5,5.0,0.558508487565,0.0615221919315
6,6.5,10.0,0.539109121571,0.0656009248913
7,6.5,20.0,0.477076885847,0.0469477611375
8,6.0,0.0,0.519655967168,0.0415240045173
9,6.0,5.0,0.522433621389,0.0524812577808
10,6.0,10.0,0.466706619895,0.0424743673163
11,6.0,20.0,0.324224338992,0.0401918306369
12,5.5,0.0,0.657437679878,0.0412323855247
13,5.5,5.0,0.690964181747,0.0513676537616
14,5.5,10.0,0.55082500059,0.0467115180579
15,5.5,20.0,0.446478303718,0.0583101576679
16,5.0,0.0,0.515949550467,0.0339092057404
17,5.0,5.0,0.540595236373,0.0438983202857
18,5.0,10.0,0.268510956135,0.108620784234
19,5.0,20.0,0.167215750682,0.110696500468
