,ph,mMacid,mean,std
0,7.0,0.0,5.66471348434,0.0911062560873
1,7.0,5.0,5.44055088942,0.106226382683
2,7.0,10.0,5.37117956425,0.105063300359
3,7.0,20.0,5.22894431027,0.0558275514896
4,6.5,0.0,5.50825663144,0.110076766606
5,6.5,5.0,5.20843766101,0.118337928957
6,6.5,10.0,5.44921045771,0.120575718496
7,6.5,20.0,5.96585470145,0.105154060039
8,6.0,0.0,5.74290113887,0.103909130936
9,6.0,5.0,5.22343374184,0.117102232676
10,6.0,10.0,5.98749336482,0.117002617693
11,6.0,20.0,6.09373816908,0.107005183638
12,5.5,0.0,5.47766350926,0.102518118631
13,5.5,5.0,6.46394042019,0.105915294258
14,5.5,10.0,3.60331508025,0.119271411288
15,5.5,20.0,0.39927198749,0.0565077591988
16,5.0,0.0,6.36103717534,0.0932361870853
17,5.0,5.0,0.380938159624,0.0504251267772
18,5.0,10.0,0.492828677868,0.0860522343202
19,5.0,20.0,0.30130695263,0.0513250843369
