,ph,mMacid,mean,std
0,7.0,0.0,1.1111273028,0.0269010998376
1,7.0,5.0,1.10179471629,0.0270284031383
2,7.0,10.0,1.10532499358,0.0270779761871
3,7.0,20.0,1.12872049756,0.0271136771642
4,6.5,0.0,1.1532179038,0.0365786201335
5,6.5,5.0,1.12806024911,0.0359997883293
6,6.5,10.0,1.25486594861,0.0379220142122
7,6.5,20.0,0.961314445208,0.0361032751599
8,6.0,0.0,0.975937069069,0.0316771656157
9,6.0,5.0,1.02543240038,0.0337473767109
10,6.0,10.0,0.990907775831,0.0322412634084
11,6.0,20.0,0.471000176972,0.0424807271721
12,5.5,0.0,0.624392015865,0.0299047993255
13,5.5,5.0,0.720927866485,0.02988649294
14,5.5,10.0,0.271638584105,0.0878484295463
15,5.5,20.0,0.0948226245925,0.0626244760842
16,5.0,0.0,0.470637106287,0.0222277152198
17,5.0,5.0,0.473771278451,0.0691859748521
18,5.0,10.0,0.107409183682,0.0649538009745
19,5.0,20.0,0.119046239997,0.0659564508389
