,ph,mMacid,mean,std
0,7.0,0.0,2.97314162489,0.130147978151
1,7.0,5.0,1.61911450809,0.152188869391
2,7.0,10.0,1.9386706561,0.150653212857
3,7.0,20.0,2.8129825282,0.184667951022
4,6.5,0.0,3.00586479277,0.137777238472
5,6.5,5.0,1.61887039524,0.167498209269
6,6.5,10.0,1.92369686303,0.18218631455
7,6.5,20.0,2.99356713535,0.213807783499
8,6.0,0.0,3.30952519603,0.137492351739
9,6.0,5.0,2.01743101243,0.178630176161
10,6.0,10.0,2.44796603877,0.185592888055
11,6.0,20.0,3.28103774987,0.213879760685
12,5.5,0.0,3.69810840542,0.142900084816
13,5.5,5.0,2.6582964941,0.19216117058
14,5.5,10.0,1.75084527026,0.178566273372
15,5.5,20.0,0.343329138304,0.141960910779
16,5.0,0.0,3.45284727179,0.138817973294
17,5.0,5.0,1.31400069337,0.180647964888
18,5.0,10.0,0.573324331127,0.134161325728
19,5.0,20.0,0.476033591541,0.139300043096
