,ph,mMacid,E[f(1.25)],E[f(2.00)],E[f(2.75)],E[f(3.50)],E[f(4.25)],E[f(5.00)],E[f(5.75)],E[f(6.50)],E[f(7.25)],std[f(1.25)],std[f(2.00)],std[f(2.75)],std[f(3.50)],std[f(4.25)],std[f(5.00)],std[f(5.75)],std[f(6.50)],std[f(7.25)]
0,6.5,5.0,0.4308291357622283,0.3385063032970452,0.24626625462781457,0.15740988986606136,0.07507652402082841,0.0019826852484278548,-0.05981240264673493,-0.10907441467859316,-0.14546152635472043,0.1978736199764283,0.16757165434343133,0.1495496729172249,0.14253832333172448,0.14320897184271036,0.14823528443108797,0.15686521760307845,0.17182397107557487,0.1976536081299204
1,6.5,10.0,-0.7309979704381081,-0.8750971666897637,-1.016651805195689,-1.150477635942301,-1.2715268468296903,-1.3752457160272311,-1.4578910628725241,-1.5167728145021393,-1.5504026671655193,0.3463815386097664,0.3072751142102375,0.27981174027221567,0.26451098804818535,0.2603548109994356,0.26604309385965724,0.28118036947117714,0.3062876695771051,0.3418290223867205
2,6.5,20.0,0.20397827852901537,0.22665744778971703,0.24833651244936744,0.2681553976398515,0.2852506510067917,0.2988258028009206,0.308228677762526,0.31302320412489587,0.31304153795334894,0.3808308858057551,0.3581446268239785,0.34462316278407795,0.33836386983051636,0.3374848501909784,0.34106985346899854,0.3495336689512767,0.364321987075909,0.3870942087264738
3,6.0,5.0,0.16307637205626124,0.010387499997211098,-0.14656558979777895,-0.30336473085812093,-0.45547853976327424,-0.5985855996402338,-0.728880705698235,-0.8433160976294837,-0.9397461825082638,0.17950747392464936,0.15288019271747694,0.13608212654953383,0.12858655402126723,0.12830459341335207,0.13227895932579994,0.13909778279504398,0.15094545775268997,0.17330671805716258
4,6.0,10.0,-0.010871389113813933,-0.02752002146989593,-0.04335413994988445,-0.05747987013554875,-0.06911484543704392,-0.0776635379894751,-0.08276951122394478,-0.08433767604042959,-0.08252446574225719,0.32997340094819905,0.29858386564391126,0.27686997435809063,0.2643699126355074,0.26039488525382515,0.2647654052013312,0.2780670249137337,0.30119481637763634,0.3345504965009319
5,6.0,20.0,0.22983581606211123,0.21520605356783015,0.20550516823487613,0.2019644863163008,0.20521486844718087,0.21519942143474743,0.23117113911647777,0.25177738067701455,0.27521735705248906,0.3775085931426863,0.35549080625892093,0.3418285069701769,0.3345081537147492,0.3319649241354886,0.33386229779876453,0.34115755999238057,0.3555059616608268,0.37833844684104656
6,5.5,5.0,-0.2330601436015055,-0.5083031471104753,-0.7839397959121907,-1.0527386338212026,-1.3076599800531263,-1.5422501649957148,-1.7510047900546861,-1.9296617687824615,-2.0753855787717312,0.24524620188441215,0.20988732716979816,0.18702660263264037,0.17712048057894492,0.17704461303071134,0.1821509697252017,0.1903249245518666,0.2046481406883758,0.23267382054824004
7,5.5,10.0,0.057644371563873885,0.08970089379831211,0.12071958864714227,0.14952047072286329,0.17510266532443478,0.1966998795639389,0.21380221000067423,0.22614771147101057,0.23369583245301348,0.4022792918844426,0.3776594614938707,0.36121607936732103,0.35166080383386134,0.34777326953219856,0.3491806716207806,0.356621426753245,0.37157824467966144,0.3954660039320584
8,5.5,20.0,0.04417551594375147,-0.00559953726669781,-0.05933866698321347,-0.11525215464742998,-0.17132901331118394,-0.2254719441595722,-0.2756475304894595,-0.3200353515512778,-0.3571576885964517,0.3334455795038426,0.29907566504854216,0.27481444297453883,0.26087172619045446,0.2568919629516477,0.26255482316216094,0.27789251528527503,0.3030324265065979,0.3376570814893114
9,5.0,5.0,-0.03908907296746413,-0.19710170369390762,-0.3609549367071462,-0.5264379208520515,-0.6891276217146035,-0.8446807656082888,-0.9891100572081197,-1.1190129283172257,-1.2317363820790383,0.17862352432422463,0.15272854776176942,0.1364445377516099,0.12851453865741255,0.12711090130667374,0.1303866156036913,0.13787338881819386,0.15164569658161295,0.17589530835522266
10,5.0,10.0,0.7342332170275877,0.7627222472188219,0.7881282484910384,0.8101581864913674,0.8283518636004472,0.8420799428110298,0.8505851220213505,0.8530625152491031,0.8487658409186402,0.3979349576194404,0.3763578178270552,0.36338222373446516,0.35726919936373874,0.3565153787198763,0.3606019103335647,0.37014455594695944,0.3864398691745255,0.4106603642834786
11,5.0,20.0,-0.16143291331333207,-0.2045666069586083,-0.2499202341275987,-0.29609444829063153,-0.34150159233309874,-0.3844557313646439,-0.4232788739832627,-0.4564183555036932,-0.48256459229324095,0.3349503617867292,0.3030353092703842,0.27994312716079234,0.2653873744457745,0.25923999839753653,0.262019876816678,0.27478118696610715,0.29838532211567864,0.33274156332993604
