,ph,mMacid,E[f(1.25)],E[f(2.00)],E[f(2.75)],E[f(3.50)],E[f(4.25)],E[f(5.00)],E[f(5.75)],E[f(6.50)],E[f(7.25)],E[f(8.00)],E[f(8.75)],E[f(9.50)],E[f(10.25)],E[f(11.00)],E[f(11.75)],E[f(12.50)],E[f(13.25)],E[f(14.00)],E[f(14.75)],E[f(15.50)],E[f(16.25)],E[f(17.00)],E[f(17.75)],E[f(18.50)],E[f(19.25)],E[f(20.00)],E[f(20.75)],E[f(21.50)],E[f(22.25)],E[f(23.00)],std[f(1.25)],std[f(2.00)],std[f(2.75)],std[f(3.50)],std[f(4.25)],std[f(5.00)],std[f(5.75)],std[f(6.50)],std[f(7.25)],std[f(8.00)],std[f(8.75)],std[f(9.50)],std[f(10.25)],std[f(11.00)],std[f(11.75)],std[f(12.50)],std[f(13.25)],std[f(14.00)],std[f(14.75)],std[f(15.50)],std[f(16.25)],std[f(17.00)],std[f(17.75)],std[f(18.50)],std[f(19.25)],std[f(20.00)],std[f(20.75)],std[f(21.50)],std[f(22.25)],std[f(23.00)]
0,7.0,0.0,0.547875174858,0.697144493703,0.82567372448,0.91968838539,0.967655311421,0.962853972993,0.905313105855,0.802502784825,0.668412759196,0.521100202776,0.379211233485,0.2583374394,0.168134988469,0.110956155015,0.0823150748261,0.0729919516013,0.0721130870663,0.070290412925,0.0619435377583,0.0461971581811,0.0262292078393,0.0074007950533,-0.00517370246042,-0.0087882041392,-0.00442432363637,0.00324108900268,0.00701140434178,-0.000852334744386,-0.0264680328418,-0.0725877135231,0.0769325370936,0.050944178004,0.0387440641151,0.0344172039112,0.0323185809181,0.0306802539046,0.0288602920667,0.0264434158775,0.0244850092849,0.0250011153837,0.0275967560987,0.0293882271005,0.0284441354503,0.0254446607863,0.0233862299072,0.0244523712751,0.0267668312678,0.027547460299,0.0263331988447,0.0248479944347,0.0248600684974,0.0258995639428,0.0264695094838,0.0266161246909,0.0279459599333,0.0310645494102,0.034718475019,0.039427957777,0.0510901110455,0.0764047261241
1,7.0,5.0,0.500018711401,0.639518836556,0.761688112905,0.853671485934,0.904442875896,0.907306865034,0.861839019654,0.774646025459,0.65855495083,0.530296739575,0.407163221446,0.303484081157,0.227848688622,0.181808320434,0.16038648442,0.154195659735,0.15249390653,0.146271859496,0.130493629602,0.104906121891,0.0733114711038,0.0416318554035,0.0154617110248,-0.00207855124026,-0.0115909486674,-0.0173577050976,-0.0261358082041,-0.045169610061,-0.0800524499519,-0.133030918498,0.0953124016663,0.0661157621875,0.0489640404227,0.0394170549006,0.0338668715228,0.031278915691,0.0305350190195,0.029858309287,0.0288146092434,0.0284946781169,0.0293060773348,0.0298308631884,0.0286999810548,0.0264736475852,0.0254129806245,0.0266735652042,0.0285071277454,0.0289097606903,0.0278929792061,0.0271401782194,0.0277960178548,0.0289205100452,0.0291645623113,0.0288943398743,0.0300480670263,0.0337715160754,0.0396421434909,0.0488807651445,0.0661114691786,0.0954995894377
2,7.0,10.0,0.411887881498,0.54042367852,0.65579885904,0.74607730383,0.800801752039,0.813410828585,0.783157010804,0.715896768281,0.623358729282,0.520946095573,0.424514893959,0.34696594927,0.295537418953,0.270561076968,0.265995717927,0.271577286341,0.275929538666,0.269730413975,0.248052840618,0.21125754041,0.164285079012,0.114677797256,0.0699696821157,0.0352932222962,0.0118510212988,-0.00332741619082,-0.0163852929171,-0.0347459636943,-0.0649300655707,-0.110688637453,0.095337244298,0.0662255639591,0.0488422664092,0.0390893350405,0.0336072379522,0.0312349519766,0.0305578339047,0.029636962052,0.0280405560237,0.0270957640409,0.0276532179637,0.0284640484689,0.0279563916755,0.026359910427,0.0255931839049,0.0267665568126,0.0284407329083,0.0287752393074,0.0276976334726,0.026800459259,0.0273513940486,0.0286362599844,0.0293315032723,0.0295586422427,0.0308156497072,0.0340438163843,0.0390820215615,0.0475180317031,0.0643194692713,0.0938139449909
3,7.0,20.0,0.0145013635638,0.120621610202,0.237646169031,0.354643194005,0.459630429393,0.541973308283,0.594640415537,0.615667878545,0.608382896855,0.580287379921,0.540900481651,0.49920810241,0.461467823642,0.430033014243,0.40349723917,0.378045621641,0.349502987112,0.315338304828,0.275942105752,0.234716250326,0.196979457541,0.168034308273,0.151058756443,0.145546836932,0.146802548105,0.146722642223,0.135648057766,0.104779028047,0.0484945305847,-0.0340451527049,0.101990133126,0.069958071783,0.050430900396,0.0403270084889,0.0354139524646,0.0329586664242,0.0313348687273,0.0296008264647,0.0281809705639,0.0283498704775,0.0299757955168,0.0310918439811,0.0301357751144,0.0275457247927,0.025638531561,0.0262659575217,0.0283082377259,0.0295763172185,0.029432851561,0.0287956983148,0.0286509978838,0.0288923499221,0.0290646072971,0.0296649326792,0.031763010977,0.0354593729118,0.040497991694,0.0492308726044,0.0671229390704,0.0978911985011
4,6.5,0.0,0.534143131173,0.688174795917,0.820830942491,0.917134606632,0.964581568201,0.956030904682,0.89187497482,0.780791841625,0.638652291115,0.485684326307,0.342476727121,0.225818124667,0.145437439594,0.102526165133,0.0903907080882,0.0970240531058,0.108801409378,0.114235605369,0.106768778467,0.0858643681962,0.0562518997156,0.0256816516494,0.00195532947699,-0.00981363390236,-0.0089617759806,0.000430000751347,0.0106704888689,0.0126196227587,-0.00179442367009,-0.0374073549551,0.0973925621712,0.0686187161422,0.0512836468749,0.0415526197519,0.0360533792187,0.0333945828444,0.0322328890866,0.0310117085943,0.0295919300463,0.0292416211526,0.0303438146445,0.0312891535687,0.0305183216423,0.0284520363057,0.0273230184635,0.0285267608163,0.0305257319184,0.031161060083,0.0301331231076,0.0290297776925,0.0294096715756,0.0308073133825,0.0317287938493,0.0318840817433,0.0326223231958,0.0354221636841,0.0407907561977,0.0501703537831,0.0676195555223,0.0969617405774
5,6.5,5.0,0.0889265831962,0.29273547029,0.491554378496,0.666120401062,0.798715586934,0.876498333896,0.894197233318,0.855393565752,0.771897428036,0.661263867194,0.542970910953,0.434269933837,0.346753642452,0.284579879726,0.244726342311,0.219133089989,0.197974043661,0.173040649676,0.140248380547,0.100557172023,0.0591826243154,0.0234170206929,-0.000138434898889,-0.00805207475343,-0.00152756406413,0.0135892801001,0.0281720765512,0.0321244063085,0.0169492812922,-0.0221137853642,0.130034277468,0.0858472936334,0.0576467868278,0.0430807788819,0.0373040180986,0.0358833942546,0.035724269357,0.0348062330848,0.0327725725074,0.0309268521835,0.0305341060758,0.0310215070342,0.0309648933473,0.0301291291854,0.0296502084117,0.0302999227081,0.0312405898393,0.0312658443512,0.0304368312497,0.0300431241638,0.030993772794,0.0326702020575,0.0340039317519,0.0347974491831,0.0356005956639,0.0372167296278,0.0421360926941,0.0566294711937,0.086631688174,0.133028958504
6,6.5,10.0,-0.0756933065082,0.0923547560109,0.268701403388,0.435927158809,0.576763379328,0.67738270955,0.730249575287,0.735699748613,0.701743313314,0.642043002451,0.572536554132,0.507613276277,0.456868831207,0.423352033438,0.40371493837,0.390148124644,0.373444279213,0.346193715584,0.305179640297,0.252255280126,0.19354690092,0.137318967339,0.0911967009701,0.0596592990654,0.0425084264635,0.0347727661442,0.0279891465212,0.0124722871067,-0.0201050266284,-0.0745202551921,0.133476706869,0.0870697949288,0.0575883394551,0.042978129742,0.0375002094682,0.0359174152188,0.0354839473387,0.03466179032,0.0330553378502,0.0315813608284,0.031265997933,0.031725038936,0.031744558351,0.0309871026108,0.0303441585407,0.0306194966784,0.0313120636196,0.0314153751541,0.0308681683672,0.0306932196703,0.0316722035845,0.0333103467914,0.0346105897769,0.035214457216,0.0355160641012,0.0365893735538,0.0415736499297,0.0566848039823,0.0867290912295,0.132147123477
7,6.5,20.0,-0.0656786198266,-0.037525561919,0.00340161562856,0.0502770315288,0.095055480061,0.130766867299,0.153648521072,0.164420978079,0.16822174925,0.173139410736,0.187711153685,0.21815010665,0.266157051703,0.328063884898,0.3955896014,0.458037607096,0.505255492322,0.53044062901,0.531951441198,0.51353799582,0.48299624046,0.449628055332,0.421328903877,0.40217434418,0.39117902607,0.382591929839,0.367568774684,0.336710641004,0.282742385108,0.202610225695,0.134591593531,0.0892460257423,0.058825718178,0.0430756155199,0.0380651233854,0.037557781906,0.0372619740697,0.0355990367741,0.0330064679215,0.0311362219657,0.0310380016661,0.0317678548276,0.0317829613408,0.0308609062723,0.0301718346665,0.0306459868211,0.0316327972798,0.0319063827606,0.0312919909285,0.0308534073511,0.0316070496287,0.0333228829444,0.0350636964683,0.0362777372952,0.036944000912,0.0377105924078,0.04184977636,0.056729301709,0.0878077543421,0.134907900727
8,6.0,0.0,0.472798202036,0.610048717271,0.734230816989,0.832554855296,0.893048378113,0.907182039731,0.872161625408,0.792201613004,0.678271262398,0.546227562128,0.413687043421,0.296440802751,0.20533866321,0.144490581692,0.111235223911,0.0978264782346,0.0942544759227,0.0913414367671,0.0831942912673,0.0683405150607,0.0493362490468,0.0310979604849,0.018568104217,0.0145407768072,0.0182799253441,0.0253848282766,0.0288405769059,0.0209350939424,-0.00458431662627,-0.0507179447607,0.0973864510999,0.0686382114518,0.0510613023064,0.0404802102401,0.0341648013355,0.0318706218363,0.0322564007651,0.0324609418238,0.0311116456736,0.029198975156,0.0284623078918,0.0290207997933,0.029487403873,0.0291228315804,0.0285221218338,0.028457190093,0.028701392153,0.0285729633737,0.028186155524,0.0284557949808,0.0297212243604,0.0310180465952,0.0312613324881,0.0306921070728,0.0310664751497,0.0340572742974,0.0399358057774,0.0496802206933,0.0670672326489,0.0960691358829
9,6.0,5.0,-0.09954538982,0.00930986041544,0.141974079384,0.285982767212,0.42627674052,0.548028825554,0.639530764627,0.694398892211,0.712459020842,0.699092737174,0.66321356547,0.614562669184,0.561125043883,0.507465761216,0.454431119096,0.400214694491,0.342293850226,0.279503646202,0.213472066809,0.148873660436,0.0924177604111,0.0508690093652,0.0287514491221,0.0265346344061,0.0398150861606,0.0598967998429,0.07553693229,0.0754782491249,0.0510268681491,-0.00193174828986,0.13340054192,0.0861812975384,0.0571743414437,0.0443323028402,0.0399659336756,0.0378145254048,0.0360339919458,0.0343973966608,0.0330115110988,0.0323186361613,0.0324531531534,0.0326678325835,0.032066272655,0.0307218206685,0.0297150644959,0.0298605025068,0.0306599501004,0.0310876897529,0.0308632992677,0.0305910508527,0.0309588498614,0.0320747445057,0.0336254659745,0.0352471521507,0.0365246823797,0.0375716630153,0.0416375017471,0.0568326801221,0.0889386408884,0.137334410774
