,ph,mMacid,mean,std
0,7.0,0.0,0.574322530603,0.0280340148197
1,7.0,5.0,0.575514401127,0.0283959382948
2,7.0,10.0,0.57272123194,0.0281632995049
3,7.0,20.0,0.569508101456,0.0284959818971
4,6.5,0.0,0.571111421266,0.0386224530396
5,6.5,5.0,0.492367907686,0.051432306586
6,6.5,10.0,0.423073533235,0.0444405981208
7,6.5,20.0,0.368981088896,0.0364102308252
8,6.0,0.0,0.481529776355,0.0368836641675
9,6.0,5.0,0.404717682045,0.0392664536222
10,6.0,10.0,0.266428698161,0.0276151492861
11,6.0,20.0,0.115546264106,0.0475171203982
12,5.5,0.0,0.496432741966,0.0360572632811
13,5.5,5.0,0.304572752912,0.0513491544404
14,5.5,10.0,0.104923032333,0.0854264886941
15,5.5,20.0,0.063005671467,0.0501009411858
16,5.0,0.0,0.518273040722,0.0316318083099
17,5.0,5.0,0.0725692540501,0.0784826506378
18,5.0,10.0,0.0707353314876,0.0681035058782
19,5.0,20.0,0.064650851326,0.0505233749202
