,ph,mMacid,E[f(1.25)],E[f(2.00)],E[f(2.75)],E[f(3.50)],E[f(4.25)],E[f(5.00)],E[f(5.75)],E[f(6.75)],E[f(7.50)],E[f(8.25)],E[f(9.00)],E[f(9.75)],E[f(10.50)],E[f(11.25)],E[f(12.25)],E[f(13.25)],E[f(14.25)],E[f(15.25)],E[f(16.00)],E[f(17.00)],E[f(17.75)],E[f(18.50)],E[f(19.25)],E[f(20.25)],E[f(21.25)],E[f(22.00)],E[f(23.00)],E[f(24.00)],std[f(1.25)],std[f(2.00)],std[f(2.75)],std[f(3.50)],std[f(4.25)],std[f(5.00)],std[f(5.75)],std[f(6.75)],std[f(7.50)],std[f(8.25)],std[f(9.00)],std[f(9.75)],std[f(10.50)],std[f(11.25)],std[f(12.25)],std[f(13.25)],std[f(14.25)],std[f(15.25)],std[f(16.00)],std[f(17.00)],std[f(17.75)],std[f(18.50)],std[f(19.25)],std[f(20.25)],std[f(21.25)],std[f(22.00)],std[f(23.00)],std[f(24.00)]
0,7.0,0.0,0.467369206843,0.812062058692,1.19357994353,1.6019533968,2.02606413566,2.45420328911,2.87468311874,3.40449309741,3.76638335711,4.0895134787,4.36879271299,4.60160731863,4.78786270422,4.92985583091,5.05819018775,5.13072153026,5.16539151205,5.18077540789,5.18992413885,5.20999632328,5.23620368395,5.27438554899,5.32479436422,5.40835670857,5.50369352499,5.57664147545,5.66600813997,5.7347799254,0.142763755408,0.120933013628,0.109158981677,0.10308747772,0.0998420813746,0.0982032780355,0.0978321994022,0.0988762183268,0.100154147728,0.101138564833,0.101344174682,0.100643615959,0.0993185368526,0.0979587121357,0.0972066892508,0.0983656380558,0.100869418962,0.103241547882,0.104142756203,0.103876387949,0.102963037801,0.102112876501,0.10198662966,0.103664099017,0.10771298274,0.112766686756,0.125223932028,0.151833751957
1,7.0,5.0,-0.0883381543754,0.257237426705,0.639641454889,1.0489043516,1.47390765444,1.90294239555,2.32432075654,2.85533316708,3.21812835075,3.54216609229,3.82235542001,4.05608251614,4.24325295943,4.38616334327,4.51572441495,4.58948657267,4.62539156958,4.64201466314,4.65209563979,4.67341466891,4.70056008904,4.73968270831,4.79103497076,4.87585976941,4.97246415963,5.04636650074,5.13701066184,5.20706579208,0.152721723755,0.131286486865,0.119069074196,0.111938568475,0.107301990034,0.104120936705,0.102170598887,0.101226736528,0.101209965334,0.101116583356,0.100466222089,0.0991231325479,0.097362842823,0.095778411289,0.0950582703734,0.0965855816279,0.0996878888223,0.10279181734,0.10430742191,0.104964354886,0.104842753418,0.104878962251,0.105726331403,0.108808476378,0.114359535814,0.120572756197,0.134405317665,0.161701410951
2,7.0,10.0,-0.1847361772,0.158741074933,0.539046566562,0.946211163743,1.36911668111,1.79605469112,2.21533767425,2.74355912646,3.10426368961,3.42621351033,3.70431806127,3.93596386881,4.12105671431,4.26189378403,4.38869737233,4.45971060718,4.49287572664,4.50676866627,4.51480851538,4.53341494965,4.55853281516,4.59563376438,4.64497027309,4.72711654738,4.8210529972,4.89296104277,4.98095507734,5.04836996582,0.150167431718,0.127799949409,0.115230976258,0.108288544631,0.104209179212,0.101786404628,0.100660357477,0.100731739861,0.101322317697,0.101671768131,0.101301884933,0.100087978691,0.0983175368888,0.0965935377609,0.0955127196146,0.0965411058656,0.0990838310409,0.101612039539,0.102690858315,0.102757776895,0.102196423857,0.101813532136,0.102284491725,0.1049490056,0.110154208737,0.116137590487,0.129759088584,0.157115552617
3,7.0,20.0,-0.582909067329,-0.241846892632,0.136044983101,0.540797277258,0.96129222655,1.38582130707,1.8026971093,2.32771178918,2.68601370927,3.00556284145,3.28126880421,3.51051830976,3.69321707498,3.83166258525,3.95528114595,4.02311416862,4.0531041681,4.0638272165,4.0694934235,4.08494024326,4.10769257747,4.14243172428,4.18941051473,4.26841956012,4.35922670468,4.42879324972,4.51367283109,4.57798271075,0.157946991614,0.135663901195,0.122665718186,0.114923624545,0.109855556511,0.106380033218,0.104225829214,0.103103628326,0.103013052745,0.102896514253,0.102272608445,0.100998918624,0.0993394729315,0.0978717010337,0.0973051483972,0.0989764757763,0.102250697234,0.105618631582,0.10742841473,0.108631421853,0.109028000134,0.109642739544,0.111077654521,0.114858274614,0.120912830773,0.127310979498,0.140982343185,0.167490575005
4,6.5,0.0,0.0303111588611,0.351102808333,0.713343800424,1.10744123386,1.52252233471,1.94699206256,2.36915085846,2.90928723226,3.28468015277,3.62589187965,3.92744846524,4.18631106626,4.40193038281,4.57612794991,4.75096880202,4.87298329222,4.95888415983,5.02599825749,5.0735211198,5.14321467777,5.20484401204,5.27640566023,5.35774768554,5.47815881383,5.60475195577,5.69722316179,5.80724940235,5.89058387865,0.208921256616,0.178175382289,0.158026605395,0.144990758334,0.136357114718,0.130543996866,0.126829515559,0.124543508926,0.124357813303,0.124948395924,0.12582731,0.126642423758,0.127241017619,0.127643283627,0.128041235387,0.128377979996,0.128477553398,0.128050725928,0.127375628382,0.126465452086,0.126401330316,0.127520227834,0.130333285518,0.137283594535,0.148537944255,0.160854917478,0.185843881762,0.226869588837
5,6.5,5.0,0.198430305803,0.489050247065,0.812246230488,1.15883968566,1.51855259736,1.88055880159,2.23409210142,2.67503359172,2.97185745052,3.23241672632,3.45266161156,3.63102031951,3.76842216405,3.86814616083,3.95193007164,3.99511702209,4.01711987596,4.03747594106,4.06218706312,4.11868169221,4.18360585301,4.26976008165,4.37675818327,4.5478147093,4.74240975255,4.89606930995,5.0993410095,5.28677428716,0.248120042895,0.198741395059,0.165784013257,0.146275147614,0.136288415057,0.132034343066,0.13074300086,0.130867782538,0.131270285014,0.131482159937,0.131354990025,0.130938526404,0.130445738597,0.130175730555,0.130602231573,0.132053713356,0.134060786661,0.135809717502,0.13655727709,0.136716601548,0.136501499249,0.136509835195,0.137400528084,0.14152286354,0.152032477216,0.167242498235,0.203103929281,0.263615459895
6,6.5,10.0,-0.079665865395,0.126168701171,0.372143486683,0.649635098035,0.94875725714,1.2589084455,1.56937848878,1.96636780619,2.2399510961,2.48511192097,2.69722301969,2.87403141485,3.015703026,3.12469484411,3.22712553359,3.29426190223,3.34351626403,3.39256589007,3.43874153886,3.52264096584,3.60657201686,3.70998123598,3.83220831716,4.02012898698,4.22752561393,4.38817319412,4.59751769907,4.78774223765,0.250367072994,0.201219331017,0.168186435271,0.148483157885,0.138361050793,0.134097314616,0.132875201723,0.133080573129,0.133480218321,0.133647043458,0.133477490322,0.133065404653,0.132644454653,0.132496194993,0.133075307288,0.134556050558,0.136440211107,0.138008702737,0.138664604149,0.138789478632,0.138527110776,0.138299012499,0.13857419603,0.141116906605,0.149579262693,0.163738204063,0.200085214415,0.263550897277
7,6.5,20.0,-0.468422912254,-0.388727955523,-0.253529576289,-0.0704914327452,0.151073510792,0.400728608529,0.667509993798,1.03117355941,1.29697656595,1.54739105869,1.77587654234,1.97798131001,2.15144290627,2.29612417404,2.44754781008,2.55939925048,2.64288935654,2.7100044367,2.75612476826,2.81855783915,2.86867336543,2.92212721258,2.97785091374,3.05144406562,3.11634711777,3.15304936229,3.17708420882,3.16300859483,0.252480149236,0.201467824619,0.167484908733,0.147910251151,0.138765995551,0.135825131016,0.135805322539,0.136948118861,0.137399024324,0.137048219247,0.135864717689,0.13408607572,0.132158926692,0.130627238147,0.129998814178,0.131330819068,0.134040857083,0.136908008423,0.138448701003,0.139185072277,0.138805126038,0.138021755112,0.137536204754,0.139375493574,0.148225431521,0.163440081165,0.201307855227,0.265061717276
8,6.0,0.0,0.0177452580725,0.252134783412,0.528191764435,0.838502408183,1.17434455376,1.52614397593,1.88399483325,2.35389449853,2.68955877099,3.00273358401,3.28797253865,3.54180591826,3.76283086546,3.95165010551,4.15768638749,4.32049039033,4.45244782434,4.56670407961,4.64804591609,4.75832949384,4.84578210097,4.93851587173,5.03609580451,5.17054461586,5.30320886736,5.3958326935,5.50164409033,5.57757710357,0.21547366366,0.182199534164,0.159611847243,0.144819983525,0.135422337894,0.129772259906,0.126811983755,0.125713626428,0.126127866866,0.126918629832,0.127640819791,0.128071953172,0.128206120101,0.128183854245,0.12821203624,0.128484882163,0.128836175534,0.128895157472,0.128619326001,0.128037647765,0.127886217327,0.128546989889,0.130586706076,0.136337131973,0.146658608005,0.158579081651,0.183225160276,0.223625549104
9,6.0,5.0,-0.159189911405,0.0167637465823,0.232521484464,0.481435066084,0.755580316998,1.04619801175,1.34419868492,1.73775015166,2.01973091956,2.28307574887,2.52297459293,2.73651406099,2.92275621426,3.08266706519,3.25972337608,3.40472918636,3.53000881111,3.64829991286,3.739270897,3.87041191828,3.97886935076,4.09657007481,4.22245764992,4.39871698312,4.57638701776,4.70391541056,4.85658561904,4.9784520943,0.241478137209,0.194170935707,0.162899992654,0.144623394919,0.135421716463,0.131583243931,0.130433859659,0.13046476711,0.130693290853,0.130744692246,0.130551677864,0.130201587202,0.129887866393,0.129839348193,0.130472432709,0.131912610434,0.133725422447,0.135253121023,0.135905326993,0.136064127064,0.135901597293,0.135938276406,0.13677264038,0.14063472133,0.150718931379,0.165612921054,0.201271263827,0.262000657582
