,ph,mMacid,mean,std
0,7.0,0.0,5.89028127314,0.107121032196
1,7.0,5.0,5.57503521242,0.101892467252
2,7.0,10.0,5.80670158019,0.102374316886
3,7.0,20.0,5.43344219767,0.117587667899
4,6.5,0.0,5.90583448312,0.125264368806
5,6.5,5.0,5.71030066364,0.145034506306
6,6.5,10.0,5.86330584848,0.146264682974
7,6.5,20.0,5.9453508477,0.158069880862
8,6.0,0.0,5.77445025229,0.131296268944
9,6.0,5.0,5.73535902621,0.142797920856
10,6.0,10.0,5.65839583643,0.151343621664
11,6.0,20.0,0.232370486929,0.11266916802
12,5.5,0.0,5.9238468379,0.108949204526
13,5.5,5.0,4.75539227505,0.149310554458
14,5.5,10.0,0.514009179546,0.133284402437
15,5.5,20.0,0.269488484122,0.105850413801
16,5.0,0.0,6.39820584964,0.0980109707126
17,5.0,5.0,1.18342592275,0.155386207342
18,5.0,10.0,0.0964050657164,0.0893083818113
19,5.0,20.0,0.234623913512,0.0742211165567
